264.31548,121.01111,136.12821
264.69409,121.91111,135.75214
265.07075,120.35556,132.82906
265.44935,121.07778,134.04274
265.82794,120.07778,134.06838
266.20649,122.7,134.82906
266.58505,121.44444,135.82906
266.96356,123.34444,137.93162
267.3421,122.36667,133.86325
267.7206,121.9,135.94017
268.09907,121.64444,133.5812
268.47755,122.71111,134.47863
268.85601,121.03333,136.17949
269.23444,120.64444,136.82906
269.61091,120.37778,134.70085
269.98933,122.3,134.82906
270.36772,122.91111,135.62393
270.7461,124.34444,136.03419
271.12446,124.38889,135
271.5028,123.48889,134.81197
271.88114,124.44444,134.8547
272.25751,124.12222,136.57265
272.63581,124.46667,135.23077
273.01409,122.93333,137.10256
273.39235,121.67778,134.52991
273.77061,122.56667,135.11966
274.1469,121.94444,134.29915
274.52513,122.91111,134.35043
274.90333,120.76667,133.49573
275.28151,122.14444,136.82906
275.65774,121.93333,135.28205
276.03591,124.95556,135.53846
276.41405,122.27778,137.81197
276.7922,121.13333,134.2906
277.16835,123.46667,136
277.54645,119.11111,134.52991
277.92454,123.05556,133.36752
278.30065,124.15556,134.11966
278.67872,121.68889,136.31624
279.05675,122.85556,137.97436
279.43282,121.63333,135.34188
279.81083,122.4,135.52991
280.18882,125.04444,134.68376
280.56485,124.57778,136.03419
280.94282,123.81111,136.53846
281.32075,123.36667,137.54701
281.69675,122.45556,136.4359
282.07466,124.45556,135.64957
282.45061,123.44444,136.5641
282.82849,124.74444,136.48718
283.20636,123.65556,135.41026
283.58228,124.07778,137.26496
283.96011,123.36667,137.5641
284.33599,123.66667,134.47863
284.7138,126.66667,136.2906
285.08964,125.58889,136.22222
285.46741,123.94444,137.28205
285.84323,124.42222,138.07692
286.22097,124.02222,135.36752
286.59675,125.45556,137.4359
286.97446,125.07778,135.25641
287.35022,122.78889,136.18803
287.7279,122.53333,136.5641
288.10362,126.3,137.23932
288.48128,126.04444,139.47009
288.85696,126.71111,136.45299
289.2346,124.63333,137.33333
289.61026,126.8,136.98291
289.98784,125.37778,138.08547
290.36349,125.47778,137.52137
290.74104,127.71111,138.01709
291.11663,125.37778,137.94872
291.49222,125.64444,137.22222
291.86974,124.24444,138.17094
292.24528,126.07778,137.55556
292.62278,125.97778,137.89744
292.99829,123.98889,138.11966
293.37382,128.65556,136.83761
293.75124,126.43333,138.04274
294.12673,128.25556,138.07692
294.50218,126.95556,139.54701
294.87958,124.97778,139.1453
295.25501,126.4,139.1453
295.63042,128.64444,142.18803
296.00778,129.76667,138.20513
296.38315,128.64444,139.41026
296.75853,127.52222,141
297.13388,128.24444,139.64103
297.51116,126.92222,141.5641
297.88649,130.08889,141.7094
298.26181,130.61111,140.81197
298.63905,130.31111,142.03419
299.01433,130.34444,142.97436
299.38958,131.15556,143.05128
