0.074725	0.056793	0.056237	0.047883	0.055285	0.038703	0.07239	0.065473	0.068009	0.041656	0.052599	0.02852	-0.00972	-0.047858	-0.052795	-0.058182	-0.075814	-0.073049	-0.067928	-0.075907	-0.060539	-0.064132	-0.060682	-0.069618	-0.073199	-0.07247	-0.078984	-0.076733	-0.061329	-0.066731	-0.074398	-0.072886	-0.070844	-0.056405	-0.059893	-0.065222	-0.051117	-0.05745	-0.039664	-0.052925	-0.038457	-0.077719	-0.041578	-0.050587	-0.036882	-0.026744	-0.052651	-0.048406	-0.058328	-0.027016	-0.057573	-0.044917	-0.044598	-0.05031	-0.063705	-0.044832	-0.04734	-0.042146	-0.040202	-0.029275	-0.020115	-0.043738	-0.045945	-0.040929	-0.06349	-0.041794	-0.026503	-0.032112	-0.05063	-0.036701	-0.06307	-0.052943	-0.038189	-0.048242	-0.054898	-0.054427	-0.039059	-0.048304	-0.040063	-0.065987	-0.052053	-0.058691
0.078331	0.059521	0.05812	0.056042	0.063992	0.040437	0.053811	0.048784	0.056683	0.040861	0.023939	0.014381	-0.028482	-0.050278	-0.04511	-0.056143	-0.082316	-0.074946	-0.05744	-0.077084	-0.095351	-0.082126	-0.088812	-0.077696	-0.086624	-0.075319	-0.081391	-0.053479	-0.076459	-0.082687	-0.086977	-0.068901	-0.07703	-0.064915	-0.069604	-0.046421	-0.059582	-0.049607	-0.058867	-0.048779	-0.036505	-0.050072	-0.055136	-0.043361	-0.05547	-0.04563	-0.042875	-0.040047	-0.032608	-0.063184	-0.039888	-0.045082	-0.046942	-0.030302	-0.04949	-0.043401	-0.027214	-0.03786	-0.045515	-0.064246	-0.056488	-0.083139	-0.057845	-0.055942	-0.065928	-0.043767	-0.02724	-0.048642	-0.045746	-0.054328	-0.055773	-0.04244	-0.032093	-0.045127	-0.056509	-0.053341	-0.056611	-0.047314	-0.067309	-0.059781	-0.066481	-0.055251
0.051531	0.059512	0.042954	0.03169	0.056596	0.045052	0.041832	0.039679	0.056738	0.015079	0.027091	0.01415	-0.036395	-0.061757	-0.045876	-0.037264	-0.07697	-0.087436	-0.067979	-0.07679	-0.076872	-0.074051	-0.07123	-0.076061	-0.094979	-0.077484	-0.080362	-0.067505	-0.067391	-0.08654	-0.05598	-0.06058	-0.06191	-0.061116	-0.064054	-0.050788	-0.048011	-0.052478	-0.028617	-0.048062	-0.038201	-0.038944	-0.033739	-0.033722	-0.025219	-0.036891	-0.040392	-0.037389	-0.049382	-0.034406	-0.050784	-0.057654	-0.05493	-0.045131	-0.049086	-0.047893	-0.033513	-0.040929	-0.042245	-0.043915	-0.053254	-0.060975	-0.063109	-0.054101	-0.052044	-0.039054	-0.039493	-0.036223	-0.044441	-0.062194	-0.066849	-0.041696	-0.054006	-0.045521	-0.037404	-0.068387	-0.037127	-0.04334	-0.045279	-0.059248	-0.069191	-0.063584
0.047458	0.047746	0.045786	0.058185	0.048501	0.033669	0.024801	0.056902	0.040427	0.028915	-4.1e-005	-0.025628	-0.043583	-0.062015	-0.06472	-0.053436	-0.067574	-0.091458	-0.066172	-0.072159	-0.052514	-0.083253	-0.092862	-0.108218	-0.084504	-0.080432	-0.090628	-0.075995	-0.085379	-0.090231	-0.066248	-0.064277	-0.055399	-0.083366	-0.067557	-0.053438	-0.059694	-0.055307	-0.042166	-0.05134	-0.022702	-0.052851	-0.040253	-0.022059	-0.031873	-0.030638	-0.036325	-0.042111	-0.037089	-0.019415	-0.051589	-0.045799	-0.051567	-0.042246	-0.051486	-0.044216	-0.029219	-0.011848	-0.027965	-0.043435	-0.046212	-0.060718	-0.066116	-0.058298	-0.060142	-0.045036	-0.042359	-0.058997	-0.063013	-0.075105	-0.057982	-0.052801	-0.050095	-0.048206	-0.051711	-0.057699	-0.06266	-0.03743	-0.055517	-0.054693	-0.062336	-0.078491
0.051977	0.062568	0.045933	0.063366	0.040714	0.040729	0.054068	0.043702	0.037868	0.009178	0.010423	-0.033999	-0.020286	-0.055444	-0.050008	-0.064438	-0.059469	-0.093328	-0.075899	-0.071651	-0.078867	-0.094348	-0.07774	-0.066319	-0.07558	-0.078548	-0.077809	-0.07337	-0.087301	-0.07696	-0.081858	-0.064185	-0.071436	-0.075819	-0.068857	-0.051449	-0.033996	-0.024233	-0.044938	-0.032542	-0.036741	-0.043238	-0.037135	-0.022138	-0.019796	-0.030772	-0.046963	-0.02536	-0.047337	-0.03463	-0.040001	-0.039067	-0.051924	-0.034684	-0.057682	-0.026872	-0.032563	-0.023594	-0.03261	-0.028305	-0.05038	-0.037848	-0.054044	-0.054761	-0.062105	-0.039236	-0.052529	-0.054727	-0.063305	-0.068221	-0.085633	-0.062412	-0.033835	-0.063837	-0.069657	-0.060055	-0.054248	-0.060862	-0.061943	-0.066341	-0.068512	-0.073631
0.054416	0.054661	0.036469	0.041943	0.055292	0.034722	0.055661	0.044571	0.029435	0.00111	-0.021045	-0.026315	-0.066191	-0.06749	-0.066032	-0.06306	-0.079872	-0.078516	-0.074298	-0.092907	-0.064049	-0.089357	-0.073246	-0.069724	-0.084861	-0.086683	-0.081526	-0.063353	-0.08067	-0.074357	-0.081441	-0.05795	-0.067895	-0.058934	-0.051117	-0.060427	-0.050811	-0.038855	-0.027551	-0.033001	-0.03257	-0.03305	-0.008138	-0.022757	-0.005844	-0.009627	-0.011167	-0.020293	-0.022558	-0.030731	-0.043839	-0.039829	-0.047742	-0.026815	-0.054828	-0.020664	-0.015341	-0.048306	-0.041067	-0.039141	-0.055841	-0.03728	-0.074289	-0.053874	-0.073048	-0.054361	-0.041859	-0.051609	-0.074751	-0.04383	-0.050418	-0.046125	-0.049534	-0.05012	-0.071311	-0.077613	-0.057814	-0.052354	-0.052265	-0.069527	-0.0675	-0.063349
0.049677	0.04541	0.045027	0.045833	0.02794	0.027363	0.044337	0.047846	0.030483	-0.004842	-0.035708	-0.042324	-0.04332	-0.073605	-0.06859	-0.059279	-0.071984	-0.08637	-0.056947	-0.09436	-0.087739	-0.085367	-0.100913	-0.08064	-0.078277	-0.081118	-0.084351	-0.064397	-0.077953	-0.064186	-0.091563	-0.072899	-0.067913	-0.082377	-0.056466	-0.048979	-0.046686	-0.030662	-0.025444	-0.021033	-0.010672	-0.020745	-0.015405	-0.022519	0.017522	-0.008556	-0.011846	-0.016766	-0.013758	-0.030821	-0.026934	-0.033758	-0.031741	-0.040862	-0.032097	-0.040304	-0.033642	-0.025634	-0.019663	-0.022861	-0.066852	-0.072273	-0.077295	-0.052478	-0.046526	-0.040004	-0.034249	-0.037124	-0.054584	-0.071921	-0.06159	-0.031697	-0.057591	-0.046386	-0.072275	-0.066487	-0.042483	-0.025229	-0.044823	-0.062714	-0.052832	-0.067966
0.048034	0.040106	0.042067	0.041214	0.03697	0.026551	0.052403	0.024084	0.014047	-0.031406	-0.009386	-0.060255	-0.085214	-0.065205	-0.058946	-0.070899	-0.088418	-0.085118	-0.094773	-0.076695	-0.098937	-0.095668	-0.072157	-0.089549	-0.084725	-0.092473	-0.101992	-0.080773	-0.098931	-0.08178	-0.087161	-0.053144	-0.074976	-0.084387	-0.069277	-0.045585	-0.043361	-0.042742	-0.016187	-0.012467	0.001835	-0.0027	0.00189	0.021227	0.023379	0.00838	0.014843	-0.008806	0.007658	-0.026678	-0.018718	-0.037441	-0.028431	-0.042367	-0.04144	-0.027947	-0.029412	-0.041301	-0.016812	-0.034868	-0.016116	-0.039743	-0.056827	-0.040042	-0.053617	-0.036827	-0.036206	-0.026261	-0.062778	-0.035278	-0.062191	-0.030359	-0.033967	-0.055604	-0.051996	-0.055424	-0.061952	-0.053079	-0.07151	-0.066373	-0.0816	-0.070074
0.055194	0.040982	0.04218	0.049133	0.033118	0.048131	0.03541	0.026438	0.015555	-0.007126	-0.030789	-0.027481	-0.066361	-0.075339	-0.06871	-0.068101	-0.04074	-0.101459	-0.052275	-0.082535	-0.081644	-0.080266	-0.097617	-0.08329	-0.102753	-0.098876	-0.08335	-0.074583	-0.082454	-0.103296	-0.070115	-0.078453	-0.071338	-0.065148	-0.072252	-0.046771	-0.034491	-0.028742	-0.000988	0.002654	0.030016	0.015598	0.028892	0.026176	0.032102	0.044812	-0.012335	0.010837	-0.01209	-0.026511	-0.014439	-0.031199	-0.020395	-0.041024	-0.035866	-0.025714	-0.016074	-0.020536	-0.015756	-0.040203	-0.03893	-0.050404	-0.056139	-0.042804	-0.042166	-0.059485	-0.030776	-0.043858	-0.045906	-0.039976	-0.049177	-0.060076	-0.041388	-0.047385	-0.064125	-0.06511	-0.055772	-0.04032	-0.052652	-0.056479	-0.054931	-0.045664
0.049747	0.035045	0.0368	0.032764	0.024158	0.029201	0.009023	0.006502	-0.011001	-0.017241	-0.056188	-0.059946	-0.062775	-0.063667	-0.046143	-0.048829	-0.074548	-0.082521	-0.074618	-0.085502	-0.071931	-0.090997	-0.092652	-0.093277	-0.08431	-0.087159	-0.092799	-0.102359	-0.102732	-0.091994	-0.076529	-0.079208	-0.089277	-0.072332	-0.0565	-0.040053	-0.025878	0.014969	0.030437	0.057047	0.123746	0.116181	0.134394	0.138509	0.106871	0.043649	0.009383	0.014411	0.004674	-0.012589	-0.018605	-0.01658	-0.05971	-0.008232	-0.044441	-0.035795	-0.040926	-0.035812	-0.039377	-0.022017	-0.025606	-0.032443	-0.051584	-0.041182	-0.048567	-0.03291	-0.031798	-0.041125	-0.054876	-0.039158	-0.048339	-0.052493	-0.031613	-0.050881	-0.054886	-0.046666	-0.067364	-0.048048	-0.070717	-0.061308	-0.054132	-0.036751
0.059746	0.019257	0.030973	0.024854	0.014297	0.014542	0.018901	-0.002213	-0.008849	-0.019353	-0.040046	-0.058637	-0.079109	-0.077737	-0.072258	-0.066753	-0.082002	-0.109583	-0.07759	-0.104031	-0.098509	-0.090457	-0.094224	-0.087209	-0.112938	-0.088769	-0.101583	-0.099692	-0.108094	-0.10607	-0.083527	-0.088512	-0.065431	-0.051799	-0.054975	-0.006409	0.024815	0.072962	0.128218	0.244728	0.309301	0.377537	0.38138	0.326074	0.255297	0.14515	0.06935	0.024452	0.004264	0.005642	-0.004448	-0.01672	-0.036293	-0.034654	-0.032937	-0.02348	-0.021239	-0.027703	-0.032488	-0.022511	-0.036246	-0.027967	-0.054118	-0.052612	-0.05854	-0.039372	-0.050783	-0.047324	-0.064002	-0.049127	-0.063857	-0.05122	-0.038111	-0.068368	-0.071004	-0.056588	-0.056695	-0.054915	-0.077399	-0.053121	-0.052732	-0.0526
0.048891	0.026177	0.02349	0.040055	0.018009	0.021741	0.00141	0.017269	-0.008725	-0.043352	-0.044606	-0.062348	-0.082937	-0.082106	-0.068884	-0.079599	-0.088113	-0.075498	-0.084696	-0.059973	-0.079806	-0.087968	-0.078336	-0.089764	-0.088421	-0.104279	-0.089375	-0.081915	-0.098104	-0.118466	-0.071962	-0.08521	-0.063167	-0.062965	-0.038875	0.005208	0.037566	0.137249	0.24732	0.377854	0.449255	0.535399	0.546175	0.49906	0.435666	0.309266	0.152153	0.084828	0.030562	-0.013895	-0.029659	-0.033137	-0.032387	-0.04046	-0.031444	-0.028205	-0.021433	-0.034866	-0.017566	-0.048094	-0.046203	-0.056768	-0.038494	-0.046422	-0.057272	-0.036627	-0.045499	-0.027437	-0.049901	-0.064002	-0.054413	-0.048087	-0.029346	-0.053036	-0.039849	-0.03619	-0.052785	-0.04097	-0.060814	-0.037375	-0.063518	-0.055315
0.046554	0.017645	0.022934	0.047633	0.026847	0.030903	0.011016	-0.0293	-0.039715	-0.059449	-0.069678	-0.073004	-0.073884	-0.086423	-0.072749	-0.087682	-0.073413	-0.082776	-0.09158	-0.085359	-0.09385	-0.098436	-0.101839	-0.084118	-0.097753	-0.079726	-0.106609	-0.119919	-0.104655	-0.092815	-0.106683	-0.086815	-0.069212	-0.073334	-0.045218	0.008356	0.09074	0.202189	0.363802	0.48752	0.565153	0.628123	0.62956	0.596427	0.499588	0.332088	0.219307	0.073141	0.005095	-0.013218	-0.008554	-0.013947	-0.043569	-0.036421	-0.024008	-0.0288	-0.027867	-0.044176	-0.024126	-0.047735	-0.032981	-0.055407	-0.052716	-0.050214	-0.050973	-0.043219	-0.030546	-0.041794	-0.059295	-0.040981	-0.06249	-0.039859	-0.047217	-0.046208	-0.062461	-0.049872	-0.054607	-0.022146	-0.05668	-0.044269	-0.054606	-0.049763
0.060334	0.046438	0.026369	0.047945	0.016501	0.017744	-0.009229	-0.043768	-0.045019	-0.048588	-0.07593	-0.064233	-0.085749	-0.095019	-0.053502	-0.083322	-0.065462	-0.096423	-0.061873	-0.07831	-0.099745	-0.11038	-0.087079	-0.099064	-0.110845	-0.113981	-0.105378	-0.126722	-0.082814	-0.110715	-0.099754	-0.079532	-0.063808	-0.087043	-0.042316	-0.026432	0.108012	0.254822	0.45408	0.549642	0.633524	0.688615	0.699933	0.620106	0.497716	0.343808	0.178698	0.070205	0.023591	-0.015041	-0.035512	-0.031401	-0.048795	-0.028142	-0.046622	-0.046437	-0.021844	-0.033321	-0.025825	-0.034391	-0.053467	-0.049184	-0.06171	-0.051783	-0.044756	-0.030945	-0.047752	-0.040649	-0.053723	-0.033033	-0.040311	-0.045134	-0.053469	-0.059608	-0.059178	-0.037	-0.050401	-0.050411	-0.058289	-0.060651	-0.055611	-0.03688
0.042841	0.053436	0.028152	0.030113	0.016052	0.004018	-0.00598	-0.020968	-0.019989	-0.053473	-0.042443	-0.089092	-0.067874	-0.061077	-0.046715	-0.075415	-0.064381	-0.06938	-0.078362	-0.065628	-0.087054	-0.080633	-0.084745	-0.110025	-0.11265	-0.099302	-0.125251	-0.092316	-0.117896	-0.090875	-0.106631	-0.073455	-0.08013	-0.054731	0.000644	-0.006197	0.11602	0.294189	0.482085	0.574709	0.705556	0.730826	0.720682	0.66826	0.523974	0.287754	0.131949	0.049298	0.011463	-0.009109	-0.019747	-0.010532	-0.026824	-0.037409	-0.060948	-0.033363	-0.009698	-0.025716	-0.025849	-0.010959	-0.032587	-0.042042	-0.056654	-0.051925	-0.041505	-0.051998	-0.023208	-0.045295	-0.067788	-0.060677	-0.069612	-0.045428	-0.055626	-0.055306	-0.040365	-0.051271	-0.044647	-0.04531	-0.029358	-0.028992	-0.04758	-0.048916
0.043105	0.043719	0.031193	0.029046	0.016495	0.002758	0.002374	-0.031321	-0.047995	-0.048766	-0.074684	-0.061793	-0.073959	-0.0614	-0.073082	-0.082121	-0.063087	-0.079813	-0.070782	-0.071487	-0.079261	-0.098453	-0.092739	-0.090711	-0.105426	-0.101879	-0.090988	-0.086836	-0.111995	-0.107279	-0.069568	-0.02654	-0.027478	-0.034055	0.025612	0.034552	0.110473	0.275912	0.461274	0.601018	0.706787	0.736086	0.721419	0.637402	0.488694	0.302461	0.128118	0.063956	0.033179	-0.016358	-0.033629	-0.056758	-0.04366	-0.055714	-0.051745	-0.025695	-0.031415	-0.044057	-0.019876	-0.02901	-0.042386	-0.052184	-0.050832	-0.070224	-0.062157	-0.032715	-0.041474	-0.050713	-0.064033	-0.065241	-0.074301	-0.035376	-0.046247	-0.044823	-0.059492	-0.03857	-0.040761	-0.023014	-0.040511	-0.053583	-0.040041	-0.034739
0.031525	0.032198	0.020876	0.0367	-0.000576	-0.009997	-0.024949	-0.026211	-0.025233	-0.056549	-0.056494	-0.081196	-0.081722	-0.059653	-0.082838	-0.067076	-0.05419	-0.076055	-0.072066	-0.094431	-0.091201	-0.105494	-0.085993	-0.086631	-0.09479	-0.097596	-0.094507	-0.081826	-0.085352	-0.062751	-0.05877	-0.05061	-0.011181	-0.011145	0.029174	0.063838	0.135309	0.264987	0.451674	0.583717	0.704318	0.746215	0.729014	0.611874	0.465398	0.226754	0.129563	0.059902	0.008469	0.003792	-0.034857	-0.019682	-0.019224	-0.026959	-0.053171	-0.029625	-0.021014	-0.044608	-0.022961	-0.025792	-0.030436	-0.063094	-0.075255	-0.036744	-0.031627	-0.030673	-0.035632	-0.051268	-0.053819	-0.054097	-0.060812	-0.031928	-0.042457	-0.051114	-0.048403	-0.04198	-0.040166	-0.042694	-0.043199	-0.065194	-0.049482	-0.040749
0.055673	0.021417	0.018293	0.041301	0.011938	-0.027207	-0.024886	-0.020311	-0.04167	-0.058073	-0.032076	-0.080241	-0.075739	-0.081904	-0.077284	-0.056777	-0.088313	-0.069662	-0.061145	-0.088427	-0.074416	-0.1085	-0.078001	-0.111687	-0.10679	-0.110677	-0.104212	-0.077377	-0.066278	-0.070191	-0.031234	-0.003544	-0.002602	0.016162	0.05397	0.091196	0.152835	0.278694	0.416654	0.585869	0.675996	0.731725	0.706811	0.578323	0.399176	0.232512	0.087586	0.048531	0.037399	0.01484	-0.023059	-0.016279	-0.033181	-0.027289	-0.012108	-0.021444	-0.030514	-0.016591	-0.012944	-0.024937	-0.025063	-0.047993	-0.048373	-0.036612	-0.062628	-0.038365	-0.035751	-0.038034	-0.051207	-0.040618	-0.06615	-0.057778	-0.056996	-0.040409	-0.062066	-0.046786	-0.044905	-0.054445	-0.053587	-0.055223	-0.025575	-0.036299
