1.8207367	1.8208135	1.8204758	1.8204863	1.8202866	1.8205996	1.8207963	1.8203139	1.8202872	1.8203123	1.8202206	1.8203342	1.8201771	1.8203895	1.8203633	1.8202925	1.8203967	1.8199163	1.8200178	1.8204496	1.8205237	1.8208175	1.8206525	1.8207466	1.820906	1.8205862	1.8213122	1.8213165	1.8213409	1.8210843	1.8217417	1.8218844	1.8215083	1.8221807	1.8217465	1.8223765	1.8222613	1.8228016	1.8227146	1.8232264	1.8234243	1.823461	1.8238593	1.8236812	1.8240152	1.8237531	1.8243233	1.8248312	1.824604	1.8245673	1.8250603	1.8249104	1.824484	1.8246867	1.8247404	1.8248449	1.824582	1.8244806	1.8247746	1.8249985	1.8241349	1.824063	1.8237327	1.8238709	1.8233742	1.8236651	1.8233216	1.8228772	1.8225621	1.822561	1.822792	1.8234846	1.8198629	1.8200456	1.8215784	1.821469	1.8213277	1.8207971	1.8206434	1.8209947	1.820903	1.8203489	1.8200854	1.8203361	1.8198843	1.8199244	1.8198424	1.8198365	1.8202153	1.819841
1.821148	1.8211836	1.8206236	1.8206734	1.82056	1.8208597	1.8208586	1.8202674	1.8206958	1.8206512	1.8203614	1.8209113	1.8206477	1.8208153	1.8206244	1.820671	1.8208212	1.8203158	1.8205237	1.820475	1.8210977	1.8210916	1.8210581	1.8212301	1.8211595	1.8210068	1.8214789	1.8214794	1.8216298	1.8216673	1.8218116	1.8219617	1.8221031	1.8226559	1.8223596	1.8228587	1.8230396	1.8231803	1.8230712	1.823935	1.8234675	1.8237968	1.8243278	1.824319	1.8244634	1.8244349	1.8249956	1.8256066	1.8252986	1.8253239	1.8255149	1.8261031	1.8257305	1.8257429	1.8254709	1.8259848	1.825203	1.8254523	1.825631	1.8258015	1.8248806	1.824908	1.8245689	1.8245367	1.8238446	1.8243726	1.8239873	1.8232924	1.8230283	1.8227357	1.8231273	1.8237611	1.8205777	1.8207538	1.8221965	1.8219058	1.8214535	1.8213566	1.821289	1.8211924	1.8214406	1.8206183	1.8204125	1.8204553	1.8200988	1.8202989	1.8204234	1.8202305	1.8205549	1.820122
1.8214583	1.8211707	1.8208918	1.820799	1.8209268	1.8211156	1.8211076	1.820706	1.8209324	1.8208009	1.8209816	1.8209236	1.8209934	1.8210707	1.8207635	1.820509	1.8209391	1.8206974	1.8204558	1.8211453	1.8214789	1.8216515	1.8216106	1.8215332	1.8213039	1.8216221	1.8219692	1.8220787	1.8220552	1.8220501	1.8222364	1.8225069	1.8226484	1.8230506	1.8229236	1.823372	1.8234822	1.8237472	1.8241072	1.8242371	1.8241367	1.8244207	1.8249518	1.8248771	1.8254464	1.8253134	1.8257458	1.8260182	1.8260209	1.8259641	1.8262704	1.8265392	1.8265037	1.8263904	1.8264103	1.82692	1.8262277	1.8262602	1.8264014	1.8263982	1.8256477	1.8256133	1.8251952	1.8251782	1.8247214	1.8248261	1.8245058	1.8240764	1.8237509	1.823512	1.8239022	1.8244126	1.8208509	1.8210367	1.8227068	1.8225509	1.8218699	1.8216429	1.8214192	1.8217157	1.8214736	1.8208739	1.8207873	1.8210549	1.8202455	1.820293	1.8202741	1.8203251	1.8210258	1.8209998
1.8214637	1.821434	1.8213457	1.821095	1.8211737	1.8212173	1.8213802	1.8211996	1.8209806	1.8213425	1.8212389	1.8213534	1.8210892	1.8214698	1.8213093	1.8209306	1.8210787	1.8211718	1.8211202	1.8215541	1.8216906	1.8221291	1.8217299	1.8217982	1.8217829	1.8217695	1.8224193	1.8225061	1.8226328	1.8226294	1.8229273	1.8230166	1.823019	1.8235793	1.8235203	1.8237619	1.8239052	1.8243219	1.8239124	1.8245686	1.8249059	1.8251559	1.8257044	1.8258316	1.8259058	1.8262979	1.8264364	1.8270161	1.8266656	1.8268621	1.8268118	1.8273787	1.8273076	1.827267	1.8275681	1.8275675	1.8269781	1.8269786	1.8271671	1.8271644	1.8262817	1.8263788	1.8262936	1.8258542	1.825491	1.8256165	1.8253053	1.8243571	1.8241864	1.8241545	1.8241118	1.8246682	1.8215916	1.821526	1.823124	1.8226639	1.8218597	1.8219307	1.8218496	1.8216255	1.8219515	1.821328	1.8211491	1.821461	1.821159	1.821006	1.8208506	1.8207878	1.821472	1.8210597
1.8220153	1.821625	1.8215035	1.8213248	1.8213599	1.821632	1.8218969	1.8211533	1.8212713	1.8214591	1.8212587	1.8215691	1.8214032	1.8217452	1.8218892	1.8215174	1.8217139	1.8214615	1.8216726	1.8216949	1.8222035	1.8223369	1.822204	1.8223173	1.8224801	1.8222383	1.8228547	1.8228466	1.8233267	1.823249	1.8233835	1.8236201	1.823246	1.8238759	1.8237464	1.8242315	1.8244143	1.8246312	1.8250326	1.8252363	1.825268	1.8256077	1.8261314	1.8260104	1.8269751	1.8269377	1.8273435	1.8277413	1.8275533	1.8275993	1.828121	1.8280493	1.8281627	1.8282466	1.8283595	1.8284544	1.8277187	1.8278779	1.8279183	1.8279291	1.8273058	1.8271577	1.8264937	1.8265306	1.8260287	1.8260711	1.8255053	1.8249639	1.8248366	1.8243206	1.8245845	1.8254338	1.8220967	1.8215378	1.8233447	1.8228493	1.8226355	1.8221357	1.8227641	1.8222619	1.8222479	1.8215913	1.8214853	1.8215458	1.8214843	1.8214794	1.8217623	1.8216686	1.8219987	1.8216949
1.8218273	1.821614	1.8217101	1.8215827	1.8218937	1.8216186	1.8217197	1.8215469	1.8219813	1.8218597	1.8215388	1.8218319	1.8215065	1.8221349	1.8222822	1.821906	1.8219973	1.8220024	1.8216649	1.8222137	1.8220538	1.8224568	1.8224159	1.8227681	1.8229597	1.8226192	1.8233012	1.8233624	1.8235321	1.8237531	1.8239975	1.8240621	1.8236737	1.8243455	1.8242052	1.8250141	1.8246725	1.8253231	1.8252838	1.8258251	1.8258606	1.8256765	1.8263089	1.8266277	1.8274663	1.8276244	1.8282015	1.8285868	1.8285321	1.8283875	1.8290564	1.8289113	1.8286113	1.8287845	1.8286569	1.8291902	1.8288187	1.829034	1.8289666	1.8288141	1.8279417	1.8279908	1.8276454	1.8270901	1.8265701	1.826431	1.8258528	1.8254757	1.8251734	1.825081	1.8253413	1.8260695	1.8221339	1.8215413	1.8234549	1.8230878	1.8226235	1.8226982	1.8227478	1.8227505	1.8226205	1.8218463	1.8218803	1.8219454	1.8216943	1.8221331	1.8222032	1.8221229	1.8221842	1.8219267
1.8221703	1.8219818	1.8215744	1.8217925	1.8221293	1.8221344	1.8221831	1.8216421	1.822087	1.8222627	1.8216245	1.8217984	1.8220471	1.8221716	1.8220908	1.8220404	1.8222364	1.8222895	1.8219936	1.8224943	1.822455	1.8226805	1.8228694	1.8229278	1.8231945	1.8232288	1.8237936	1.8237896	1.8239159	1.8237767	1.8244403	1.8246838	1.8244489	1.8246671	1.8245662	1.8253134	1.8254889	1.825994	1.8256993	1.8264431	1.8262123	1.8267162	1.8268239	1.8272322	1.8281932	1.8283716	1.8287378	1.8296353	1.8299558	1.8299104	1.8303137	1.8300357	1.8296461	1.8296709	1.8295154	1.8301019	1.8295859	1.8297975	1.8299779	1.8298575	1.8294207	1.8291692	1.8285558	1.828025	1.8271951	1.8264843	1.826233	1.8258162	1.8253413	1.8253792	1.8255939	1.8264528	1.822703	1.8214227	1.8237834	1.82342	1.8232471	1.8232307	1.8229836	1.8231495	1.8233838	1.8225787	1.8225967	1.822721	1.8225935	1.8225335	1.8224617	1.8227234	1.8226725	1.822885
1.8223663	1.8225471	1.822038	1.8221957	1.8222196	1.8222793	1.8225817	1.8221443	1.822192	1.8221349	1.8223998	1.8224713	1.8220461	1.8223176	1.8226511	1.8223398	1.822818	1.8225589	1.8223312	1.8230125	1.8229016	1.8230077	1.8232401	1.8235935	1.8235155	1.8236018	1.8242562	1.8239822	1.8241582	1.8242393	1.8246347	1.8250426	1.8251713	1.8250778	1.8248288	1.8257421	1.8259265	1.8262032	1.8260537	1.8266761	1.8269087	1.8270077	1.8273246	1.8277496	1.8286531	1.8291063	1.8298456	1.8305871	1.8308596	1.8310434	1.8315508	1.8312441	1.8304488	1.8299982	1.8299658	1.8304593	1.8306001	1.830945	1.8318035	1.8318084	1.8308147	1.8305904	1.8297222	1.8287783	1.8276316	1.8273838	1.8268107	1.8258168	1.8257931	1.8256095	1.8261462	1.826843	1.8227655	1.8222212	1.8238376	1.8240764	1.8237695	1.8238564	1.8238486	1.8239513	1.8239757	1.823201	1.8229244	1.8232865	1.8229723	1.8230862	1.8230892	1.8229353	1.8232347	1.8226853
1.822079	1.8223682	1.8222745	1.8223366	1.8223596	1.8225452	1.8227261	1.822366	1.822609	1.822497	1.8224831	1.8227939	1.822692	1.8228885	1.8226476	1.8225337	1.8225656	1.8226503	1.8229605	1.8232613	1.823391	1.8234742	1.8230627	1.823616	1.8240393	1.8242234	1.8244647	1.8244226	1.8247684	1.8245826	1.8249964	1.8256555	1.8258778	1.8257318	1.8254835	1.8260824	1.826385	1.8265287	1.8267125	1.8272161	1.8269205	1.8275139	1.8277033	1.8280617	1.8289229	1.8292315	1.830352	1.8310545	1.8320062	1.8325352	1.8331567	1.8324096	1.8310145	1.8299358	1.8295494	1.8304177	1.8314112	1.8324562	1.8335503	1.8339172	1.8328698	1.832134	1.830589	1.8294736	1.8280207	1.8278717	1.8272279	1.8263215	1.8259488	1.8258453	1.8265507	1.8268963	1.8233532	1.822818	1.8244301	1.8245093	1.8244118	1.8245487	1.8242921	1.8244314	1.8244215	1.8239234	1.8237544	1.8235549	1.8237606	1.8234439	1.8236726	1.8234393	1.8239165	1.8233216
1.822661	1.8228579	1.8226567	1.822501	1.8227261	1.8226004	1.8232345	1.8226757	1.8228582	1.8227044	1.8226044	1.8228842	1.8230715	1.8231621	1.8230093	1.8227443	1.8231345	1.8227885	1.8230203	1.8235503	1.823627	1.8238993	1.8239312	1.8243203	1.8246427	1.824574	1.8250641	1.8248079	1.8252148	1.8251506	1.8255098	1.8259289	1.8256485	1.8260063	1.8260058	1.8267918	1.8267612	1.8269967	1.8267717	1.8275799	1.827588	1.8277189	1.8279652	1.8279797	1.829113	1.8294496	1.8307847	1.832291	1.8333641	1.8337339	1.8341396	1.8327804	1.8294569	1.8272842	1.8262828	1.8281042	1.830026	1.832474	1.83482	1.8360695	1.8345887	1.8329473	1.831001	1.8297441	1.8281212	1.8277033	1.8271754	1.8267391	1.8266382	1.8264485	1.8264264	1.827166	1.8234656	1.8234983	1.8250735	1.8248234	1.8248669	1.8246932	1.8248186	1.8247171	1.8247335	1.8242964	1.8242347	1.824224	1.824159	1.8240442	1.8242202	1.8242519	1.8246502	1.8240112
