-0.028443	-0.091068	-0.06556	-0.071929	-0.05968	-0.062686	-0.045451	-0.059011	-0.072693	-0.05474	-0.070341	-0.039745	-0.085533	-0.07537	-0.057836	-0.09313	-0.079897	-0.086521	-0.07591	-0.080686	-0.093638	-0.091016	-0.083734	-0.065937	-0.067781	-0.08169	-0.062554	-0.038419	-0.043711	-0.018811	-0.048008	0.005343	-0.010497	-0.017777	-0.015757	0.026596	0.018878	0.036521	0.006125	0.006253	0.00489	0.009619	-0.001583	0.001451	-0.009626	0.004386	-0.011364	-0.002416	0.011384	-0.000501	0.010641	-0.006099	-0.021116	-0.025679	-0.038037	-0.033534	-0.030449	-0.012303	-0.034852	-0.022608	-0.039678	-0.015666	-0.042087	-0.022685	-0.034173	-0.021742	-0.041631	-0.020072	-0.041626	-0.017937	-0.033498	-0.0361	-0.040045	-0.039116	-0.025926	-0.029849	-0.021666	-0.009615	-0.008737
-0.010419	-0.062308	-0.04175	-0.074257	-0.059365	-0.09479	-0.049882	-0.07247	-0.080461	-0.077619	-0.048492	-0.050476	-0.071405	-0.059171	-0.079057	-0.093135	-0.070736	-0.095682	-0.082888	-0.054379	-0.096189	-0.097062	-0.088316	-0.06748	-0.062317	-0.072262	-0.049089	-0.034086	-0.040828	-0.013214	-0.018547	-0.013207	-0.003151	0.022215	0.057508	0.04956	0.069443	0.031896	0.02854	0.030339	0.019782	0.025411	0.004725	0.023787	-0.007455	-0.008316	-0.041002	0.002963	0.008441	0.001528	0.00155	0.01819	-0.012587	-0.041306	-0.030365	-0.023796	-0.026899	-0.018873	-0.014205	-0.010482	-0.035112	-0.021013	-0.032621	-0.022796	-0.010631	-0.033867	-0.034191	-0.019118	-0.027633	-0.020932	-0.056085	-0.033884	-0.036903	-0.035917	-0.032437	-0.021929	-0.0298	-0.024281	-0.036123
-0.032142	-0.074489	-0.053178	-0.066379	-0.084178	-0.082158	-0.053465	-0.055807	-0.071926	-0.078048	-0.085885	-0.080631	-0.107067	-0.062785	-0.072543	-0.079195	-0.090708	-0.104792	-0.092794	-0.080596	-0.097496	-0.101097	-0.079859	-0.083166	-0.068802	-0.07113	-0.071589	-0.04347	-0.034246	-0.0216	-0.009237	0.020635	0.025903	0.076672	0.102331	0.140972	0.150555	0.107358	0.104814	0.05113	0.035566	0.013342	-0.001546	0.054099	-0.015612	-0.006699	0.000387	-0.015203	-0.007679	-0.008021	-0.004886	-0.000927	-0.024541	-0.009011	-0.046026	-0.029632	-0.029761	0.003377	-0.011336	-0.009583	-0.013395	-0.021822	-0.039634	-0.045994	-0.031032	-0.038134	-0.026948	-0.035173	-0.0302	-0.031057	-0.024121	-0.051742	-0.045336	-0.049604	-0.035133	-0.016435	-0.021384	0.00632	-0.039414
-0.052579	-0.061033	-0.058105	-0.081029	-0.0783	-0.07418	-0.047394	-0.058387	-0.060721	-0.061675	-0.069091	-0.052983	-0.054889	-0.060777	-0.056807	-0.076176	-0.09352	-0.107042	-0.090185	-0.094993	-0.091142	-0.095613	-0.069007	-0.073602	-0.076225	-0.071806	-0.043373	-0.028527	-0.006104	-0.009727	0.018293	0.049132	0.124683	0.189155	0.250003	0.346343	0.34504	0.297384	0.193569	0.131384	0.07553	0.03175	0.023297	0.01373	-0.01456	0.008952	0.010076	-0.002545	0.015717	0.003392	-0.001904	-0.014966	-0.022826	-0.025654	-0.024954	-0.026598	-0.028597	-0.026767	-0.004057	-0.009373	-0.038262	-0.015449	-0.040355	-0.016004	-0.03303	-0.023777	-0.058962	-0.030393	-0.023793	-0.029335	-0.038636	-0.036827	-0.043562	-0.032528	-0.021759	-0.013612	-0.013113	-0.025001	-0.03969
-0.056685	-0.0698	-0.052073	-0.073789	-0.094704	-0.081395	-0.05451	-0.04389	-0.058816	-0.077354	-0.06867	-0.062329	-0.084364	-0.086033	-0.084451	-0.080745	-0.085865	-0.070224	-0.1135	-0.1131	-0.094674	-0.073961	-0.097723	-0.066043	-0.083108	-0.056772	-0.047111	-0.029129	-0.017766	0.016117	0.064324	0.143782	0.248243	0.342716	0.454089	0.460525	0.501336	0.473793	0.393239	0.299532	0.139685	0.053083	0.048621	0.034543	-0.003561	0.01837	0.011531	0.003518	0.006146	-0.011836	-0.001018	0.005639	-0.001304	-0.024929	-0.035134	-0.011745	-0.038314	-0.012154	-0.016791	-0.012595	-0.036204	-0.025488	-0.03089	-0.032255	-0.018412	-0.027222	-0.054748	-0.021881	-0.040219	-0.004122	-0.040254	-0.048994	-0.031152	-0.029577	-0.029414	-0.020744	-0.039234	-0.018081	-0.020389
-0.048327	-0.063735	-0.072338	-0.086245	-0.094678	-0.05707	-0.072834	-0.069141	-0.071486	-0.08595	-0.075773	-0.074401	-0.084635	-0.091327	-0.080067	-0.096269	-0.066165	-0.089988	-0.099574	-0.087604	-0.102054	-0.122163	-0.072035	-0.055862	-0.081132	-0.059819	-0.07974	-0.038315	-0.024263	0.00972	0.078697	0.187648	0.341745	0.476945	0.560014	0.632084	0.610175	0.558656	0.466014	0.332803	0.220067	0.109562	0.054956	0.016078	0.006439	0.007269	0.006677	0.006074	-0.004606	0.001268	0.014941	-0.022222	-0.013518	-0.006988	-0.019144	-0.014529	-0.042816	-0.001234	0.004684	-0.032215	-0.026818	-0.018975	-0.016777	-0.000151	-0.023391	-0.020829	-0.032422	-0.027906	-0.028401	-0.012125	-0.020843	-0.018892	-0.037129	-0.054847	-0.021603	-0.026253	-0.02254	0.004743	-0.016131
-0.068114	-0.080778	-0.075672	-0.061577	-0.050839	-0.05554	-0.065481	-0.064982	-0.065928	-0.060722	-0.076586	-0.077753	-0.065706	-0.071792	-0.071665	-0.097178	-0.101675	-0.090309	-0.08298	-0.082535	-0.112649	-0.084297	-0.090208	-0.069638	-0.082439	-0.093362	-0.075792	-0.05427	-0.033438	-0.00063	0.084365	0.263641	0.411456	0.531536	0.601055	0.660657	0.668539	0.600397	0.460159	0.335932	0.144825	0.072544	0.031954	0.023083	-0.016692	-0.009468	-0.012757	-0.001477	0.00026	-0.00771	0.012267	-0.005286	-0.009339	-0.012316	-0.020897	-0.031086	-0.033563	-0.023751	-0.006788	-0.020765	-0.039077	-0.031266	-0.041825	-0.019429	-0.026887	-0.036517	-0.024889	-0.031169	-0.018829	-0.027313	-0.032795	-0.02625	-0.027684	-0.018346	-0.014204	-0.014001	-0.029898	-0.022635	-0.025792
-0.053724	-0.069744	-0.054632	-0.042995	-0.086117	-0.081071	-0.062165	-0.079491	-0.063405	-0.073306	-0.053135	-0.066396	-0.092368	-0.081265	-0.066549	-0.086075	-0.123949	-0.089464	-0.094427	-0.092356	-0.096146	-0.079816	-0.093871	-0.081224	-0.07903	-0.104205	-0.05869	-0.050269	-0.041653	0.012793	0.113015	0.273188	0.426063	0.536131	0.696162	0.697524	0.685851	0.596727	0.443736	0.322907	0.166087	0.064059	0.020787	-0.004351	0.002695	0.000939	-0.032441	0.004727	0.017382	-0.023487	0.010907	-0.001597	-0.006325	-0.001352	-0.003446	-0.01566	-0.005386	0.000386	0.001537	-0.017553	-0.021987	-0.025196	-0.003066	-0.026337	-0.002262	-0.01348	-0.022424	-0.023575	-0.016512	-0.032892	-0.037407	-0.032602	-0.045457	-0.027929	-0.006924	-0.04031	-0.017955	0.008465	-0.005766
-0.056534	-0.060724	-0.057548	-0.081504	-0.070676	-0.074602	-0.070725	-0.064648	-0.044847	-0.064695	-0.058716	-0.058884	-0.048593	-0.073032	-0.090291	-0.082216	-0.085481	-0.082749	-0.106996	-0.103433	-0.094339	-0.102647	-0.088127	-0.062994	-0.06636	-0.07336	-0.036635	-0.023167	-5.6e-005	0.011733	0.113047	0.254176	0.426393	0.557114	0.659582	0.707282	0.705459	0.630467	0.425711	0.269533	0.127808	0.07124	0.032688	0.012762	-0.002259	-0.008619	-0.016203	-0.00894	0.021854	0.000612	0.012847	-0.00676	-0.015209	-0.004057	-0.021611	-0.012752	-0.016444	-0.012859	-0.011775	-0.009776	-0.036048	-0.022682	-0.054061	-0.031547	-0.017179	-0.034127	-0.03132	-0.023852	-0.028536	0.006219	-0.041632	-0.032872	-0.026215	-0.033319	-0.020453	-0.029839	-0.02297	-0.026903	-0.008151
-0.054513	-0.059245	-0.042739	-0.065481	-0.063374	-0.060117	-0.051104	-0.050331	-0.057748	-0.078131	-0.063094	-0.055808	-0.056757	-0.0666	-0.095058	-0.105236	-0.095367	-0.091329	-0.080288	-0.117882	-0.07973	-0.091657	-0.079048	-0.067562	-0.053437	-0.046062	-0.015961	-0.027033	0.016713	0.036927	0.098201	0.241146	0.397836	0.525877	0.654078	0.678122	0.679168	0.569091	0.44296	0.245301	0.146029	0.070441	0.026962	0.022585	0.00035	-0.029833	0.000296	-0.003739	0.006549	0.00278	0.004492	0.011754	0.00632	-0.006375	-0.011545	-0.027694	-0.033212	-0.009166	-0.0074	-0.009169	-0.031009	-0.030404	-0.036865	-0.02566	-0.008124	-0.022653	-0.024029	-0.022044	-0.015164	-0.014526	-0.024829	-0.021603	-0.013552	-0.038018	-0.015952	-0.01567	-0.004798	-0.020884	-0.017507
