1.8199244	1.8198424	1.8198365	1.8202153	1.819841	1.8198028	1.8198092	1.8196562	1.8202022	1.8198968	1.8199596	1.8193812	1.8193705	1.8186818	1.8183885	1.8183541	1.8185725	1.8178827	1.8175286	1.8178305	1.8175718	1.817474	1.8176509	1.8172141	1.816553	1.816437	1.8156931	1.8154849	1.815645	1.8148239	1.8143132	1.8137591	1.8139146	1.8137193	1.8131934	1.8128393	1.8130001	1.8127118	1.8125404	1.8122108	1.8120792	1.812446	1.8121105	1.8118263	1.8116829	1.8113595	1.8119134	1.8117194	1.8119696	1.8117128	1.8121457	1.8123054	1.8125971	1.8129015	1.8130563	1.8133093	1.8137912	1.8136933	1.814128	1.8138806	1.8143894	1.8145211	1.8151241	1.8151432	1.8153717	1.8153882	1.8158207	1.8160885	1.8158553	1.8160276	1.8159848	1.8160747	1.8159688	1.8159122	1.8159534	1.8162447	1.8166784	1.8165975	1.8164514	1.8147625	1.814813	1.8172279	1.8171057	1.8155636	1.815174	1.8155937	1.8176994	1.8156803	1.8177383	1.8181821	1.817457	1.8176514	1.8177983	1.8157622	1.8160928	1.816176	1.8182794	1.8180155
1.8202989	1.8204234	1.8202305	1.8205549	1.820122	1.8206049	1.8204365	1.8204184	1.8203719	1.8200924	1.8203545	1.8198872	1.8197494	1.8193818	1.8190599	1.8192472	1.8191818	1.8185591	1.8180109	1.8181589	1.8182575	1.8181911	1.8180301	1.8177119	1.8171762	1.8169638	1.816284	1.8158853	1.8158314	1.8152877	1.8144762	1.8140958	1.8141449	1.8138422	1.8130974	1.8131388	1.8132173	1.8129363	1.812632	1.8127261	1.8124254	1.8122304	1.8123176	1.8120914	1.8121478	1.8118287	1.8123128	1.8119579	1.8123046	1.8122958	1.8124272	1.8127603	1.8130534	1.8129474	1.8132976	1.8137469	1.8141237	1.8145039	1.814933	1.8148265	1.8156593	1.8155902	1.8155006	1.8155357	1.8158891	1.8159579	1.816296	1.8163734	1.8163913	1.8164227	1.8166017	1.8165544	1.8165725	1.8162944	1.8160973	1.8164309	1.8171659	1.8170687	1.8171102	1.8152976	1.8173611	1.8176648	1.8174975	1.818036	1.8184085	1.8182594	1.8182223	1.8185303	1.8182213	1.8186026	1.8181224	1.8180307	1.8159768	1.8187048	1.816494	1.8165821	1.8183218	1.8185869
1.820293	1.8202741	1.8203251	1.8210258	1.8209998	1.8212986	1.8210608	1.8209544	1.8208921	1.8208062	1.8208247	1.820521	1.8204451	1.8200478	1.8200959	1.8197347	1.8195022	1.8193332	1.8187085	1.8187368	1.8188131	1.8187253	1.818712	1.8183474	1.8180179	1.8174362	1.8167024	1.8159457	1.8164934	1.8156694	1.8152752	1.8144643	1.8146356	1.8142304	1.8137833	1.8135854	1.8133981	1.8134254	1.8130492	1.8127375	1.8127054	1.8122058	1.8123668	1.8123305	1.8121764	1.8122299	1.8129185	1.8122511	1.8125409	1.8126294	1.8127441	1.813335	1.8132666	1.8135519	1.8140069	1.8139892	1.8140282	1.8146743	1.8154121	1.8153257	1.816121	1.815959	1.8159047	1.8159391	1.8162005	1.8163373	1.8162372	1.8166896	1.8165978	1.8170764	1.817237	1.8174836	1.8171472	1.8171102	1.8172495	1.8171938	1.8177519	1.8180789	1.8175763	1.8178433	1.8178356	1.8180155	1.8179704	1.8183255	1.8184698	1.8184834	1.8187392	1.8186383	1.8185597	1.8188976	1.8186047	1.8185751	1.8191111	1.8189275	1.8191949	1.8192083	1.8190601	1.8192173
1.821006	1.8208506	1.8207878	1.821472	1.8210597	1.8212598	1.8212405	1.8209351	1.8211723	1.8213045	1.8213363	1.8210022	1.820753	1.8206124	1.8204101	1.8204863	1.8204619	1.8200186	1.8200459	1.8195494	1.8193556	1.8191818	1.8191626	1.818772	1.8182279	1.8181562	1.8173238	1.8170037	1.8166214	1.815972	1.8156758	1.8146172	1.8148114	1.8144043	1.8137528	1.8137077	1.8134342	1.813195	1.8132618	1.8129315	1.8126424	1.8126975	1.8126013	1.8120985	1.8127788	1.8124813	1.8128401	1.812432	1.8128793	1.8128234	1.8129832	1.8135535	1.8137175	1.8138817	1.8145078	1.8145211	1.8150162	1.8148666	1.8157737	1.815524	1.8162428	1.81675	1.8167167	1.8166316	1.8169052	1.8166071	1.817123	1.8172242	1.8170649	1.817571	1.8178241	1.8174951	1.8177141	1.8177511	1.8176967	1.8177634	1.8182722	1.8182295	1.8180557	1.8187789	1.8185245	1.8188064	1.8186562	1.8193775	1.8190569	1.8194821	1.8191458	1.8191541	1.8192309	1.8192934	1.819268	1.8192115	1.8195729	1.81966	1.8196223	1.8194448	1.8196923	1.8195011
1.8214794	1.8217623	1.8216686	1.8219987	1.8216949	1.8219502	1.8216191	1.8214869	1.821958	1.822087	1.822162	1.8215281	1.8213451	1.8214556	1.821217	1.8212927	1.8213802	1.8207482	1.8206386	1.8203665	1.8202725	1.8201707	1.8197879	1.819279	1.8189142	1.8187781	1.8179608	1.8176475	1.8172652	1.8161345	1.8158135	1.815229	1.8153223	1.8147413	1.8139045	1.8134578	1.8134395	1.8134549	1.8129877	1.8130953	1.8128538	1.812495	1.8124325	1.8126092	1.8129113	1.8124349	1.8131131	1.8125841	1.8129824	1.812966	1.8133183	1.8133899	1.8139234	1.8143937	1.8145671	1.8151591	1.8155174	1.81554	1.8161175	1.8156551	1.8167979	1.8171882	1.8170213	1.8169667	1.817226	1.8171017	1.8177391	1.8177023	1.81768	1.8179368	1.8181853	1.8180984	1.8179862	1.8183754	1.8183567	1.8184471	1.8186082	1.8184722	1.8181861	1.8188325	1.8186077	1.8192758	1.8189475	1.8195259	1.8195019	1.8195489	1.8196378	1.819453	1.8197526	1.8196108	1.8194691	1.8197297	1.8197585	1.8200913	1.8198408	1.8198995	1.819774	1.8197751
1.8221331	1.8222032	1.8221229	1.8221842	1.8219267	1.8223232	1.8222691	1.8221339	1.8225085	1.8224809	1.8223623	1.8221949	1.8221829	1.8219869	1.8218493	1.8218613	1.8221234	1.8215206	1.8210036	1.8209624	1.8208894	1.820826	1.8205651	1.8199444	1.8196674	1.8192454	1.8185722	1.8180373	1.81779	1.8166156	1.8163548	1.8157207	1.8154039	1.8148358	1.814194	1.8137689	1.8135222	1.8132594	1.8133621	1.8127219	1.8128395	1.8126569	1.8125711	1.8123785	1.8125144	1.812694	1.8130126	1.8124972	1.8131897	1.8132899	1.8132475	1.8139754	1.814111	1.8146512	1.8148082	1.8152165	1.8156407	1.8156498	1.8163974	1.8163114	1.8169004	1.8168967	1.8174745	1.817527	1.8174279	1.8172993	1.8178358	1.8182042	1.8180792	1.8183634	1.8183871	1.8184223	1.8184895	1.8186277	1.8189088	1.8188942	1.819019	1.8191856	1.819089	1.8197459	1.8190361	1.8195334	1.8194199	1.819864	1.8199121	1.8200558	1.8201135	1.8202658	1.8204138	1.8201538	1.8197192	1.8198992	1.8201383	1.820223	1.8201386	1.8204446	1.8202962	1.8199113
1.8225335	1.8224617	1.8227234	1.8226725	1.822885	1.822755	1.8223623	1.8228901	1.8232353	1.8231784	1.8233256	1.8229914	1.8231594	1.8231908	1.8226015	1.8224957	1.8228536	1.8222078	1.8220731	1.8217837	1.8214225	1.8213772	1.8211651	1.8205533	1.8206522	1.8201768	1.8193102	1.8186562	1.8183557	1.8172479	1.8166638	1.8157449	1.8151602	1.8148074	1.8142447	1.8134721	1.8135962	1.8136445	1.8133549	1.8124813	1.8122821	1.8123319	1.8124627	1.8123422	1.8127876	1.812312	1.8128647	1.8129002	1.8132403	1.813282	1.8137347	1.8140847	1.8145084	1.8150486	1.8153374	1.8155857	1.8161282	1.8164088	1.8167902	1.8166403	1.8173075	1.8176397	1.8176882	1.8179838	1.8178385	1.8179678	1.8187618	1.8188979	1.8187258	1.8187448	1.8189182	1.8185015	1.8190711	1.8193908	1.8194696	1.8193986	1.819519	1.8192688	1.8195297	1.8200894	1.819939	1.8201341	1.8201188	1.820417	1.8204133	1.8205336	1.8207308	1.8208787	1.8204186	1.8206252	1.8202329	1.8200472	1.820625	1.8204913	1.8205349	1.8207405	1.8208878	1.8204855
1.8230862	1.8230892	1.8229353	1.8232347	1.8226853	1.8230924	1.8229638	1.8231715	1.8233605	1.8234755	1.823848	1.8238684	1.8236597	1.823774	1.823368	1.8234618	1.8233077	1.8230996	1.8229292	1.8226789	1.8222801	1.8220621	1.821522	1.8214899	1.8212611	1.8208864	1.8201998	1.8191538	1.8187901	1.8174642	1.8168711	1.8161343	1.8155267	1.8147694	1.8139682	1.8135087	1.8134535	1.8133432	1.8129599	1.8125279	1.8121918	1.8121208	1.812187	1.8119995	1.812472	1.8123377	1.8126437	1.8126334	1.8134541	1.8134368	1.8135652	1.8142102	1.814869	1.8153138	1.815918	1.8162955	1.8169121	1.8172953	1.8175846	1.8169371	1.8177386	1.8178438	1.8181224	1.8179712	1.8184255	1.8183298	1.8192483	1.8191624	1.8192846	1.8194947	1.8194458	1.8190823	1.8190423	1.8195665	1.8199401	1.8200066	1.8201602	1.8200018	1.8201653	1.8204948	1.8205659	1.8206889	1.8204796	1.8210886	1.8207715	1.8209699	1.8207239	1.8209704	1.8208926	1.8213015	1.8210135	1.8210766	1.8211421	1.8212499	1.8211686	1.821609	1.8211619	1.8209683
1.8234439	1.8236726	1.8234393	1.8239165	1.8233216	1.8237941	1.8234476	1.8236906	1.8239626	1.8241714	1.824247	1.8243469	1.8242181	1.8245922	1.8240313	1.8243587	1.8244459	1.8240404	1.8234431	1.8235243	1.8232138	1.8228558	1.8229174	1.8222916	1.8219162	1.8216751	1.8210044	1.8202091	1.8195783	1.8178974	1.8170969	1.815938	1.8156078	1.8147543	1.814029	1.8130145	1.8131998	1.8130047	1.812799	1.812178	1.8121674	1.8122429	1.8121849	1.8121022	1.8122193	1.8121796	1.8130534	1.8130614	1.8132722	1.8137047	1.8139552	1.8144752	1.8148711	1.8155894	1.8158872	1.8166409	1.8173065	1.817672	1.8182546	1.8177895	1.8180384	1.8186013	1.8187405	1.8191447	1.8193281	1.8190244	1.8193668	1.8195299	1.8197889	1.8199081	1.8200916	1.8198322	1.8198234	1.8201955	1.8201781	1.8203304	1.8206771	1.8206958	1.8203556	1.8208808	1.8211683	1.8215308	1.8212587	1.82159	1.8216087	1.8218073	1.8215857	1.8215284	1.8213104	1.8219109	1.8213419	1.8213861	1.8212181	1.8215747	1.8218544	1.8218198	1.8216025	1.8212678
1.8240442	1.8242202	1.8242519	1.8246502	1.8240112	1.8245662	1.8242835	1.8242825	1.8243106	1.8245555	1.825002	1.8248736	1.8254792	1.8253685	1.8252871	1.8250891	1.8254356	1.8245549	1.8249886	1.8247689	1.8242205	1.8238819	1.823843	1.8236745	1.8231554	1.8229337	1.8219542	1.820586	1.8197532	1.8183645	1.8174202	1.8161481	1.8155748	1.8146133	1.8137761	1.8129546	1.8129148	1.8128628	1.8124985	1.8122664	1.8118195	1.8119166	1.8120593	1.8118859	1.8121441	1.8119296	1.8128623	1.8127611	1.8132854	1.8135071	1.8139544	1.8146781	1.8153568	1.8161348	1.8164235	1.817062	1.8176746	1.8180435	1.8187248	1.8185178	1.8189454	1.8192163	1.8195913	1.8196845	1.8197745	1.8194565	1.8200569	1.8201303	1.8201415	1.8205031	1.8206127	1.8205592	1.8205429	1.8205886	1.8199431	1.8207589	1.8210218	1.821358	1.8212047	1.8216057	1.8215825	1.8217318	1.821807	1.8219015	1.82194	1.8220311	1.8220854	1.8221505	1.8219162	1.822064	1.8219344	1.8216266	1.8216424	1.8216381	1.8220174	1.8223952	1.8221465	1.8216435
