-0.022608	-0.039678	-0.015666	-0.042087	-0.022685	-0.034173	-0.021742	-0.041631	-0.020072	-0.041626	-0.017937	-0.033498	-0.0361	-0.040045	-0.039116	-0.025926	-0.029849	-0.021666	-0.009615	-0.008737	-0.034059	-0.013064	-0.048159	-0.032761	-0.045153	-0.052309	-0.054588	-0.044293	-0.046476	-0.045456	-0.057329	-0.038284	-0.026656	-0.032274	-0.037744	-0.057575	-0.02501	-0.040607	-0.058677	-0.020722	-0.022986	-0.017009	-0.030247	-0.029859	-0.039544	-0.015147	-0.01669	-0.017574	-0.017078	-0.010858	-0.054795	-0.024264	-0.0405	-0.023067	-0.024147	0.006734	-0.019846	-0.015015	-0.029757	-0.043864	-0.024192	-0.030978	-0.053615	-0.042829	-0.023373	-0.025898	-0.03093	-0.023031	-0.024156	-0.050122	-0.019968	-0.016145	-0.017034	-0.030322	-0.0096	0.01464	-0.008467	-0.016107	-0.026241	-0.022212	-0.032338	-0.022457	-0.014667	-0.012812	-0.02325	0.000869	-0.007058	-0.00824	-0.039456	-0.043219	-0.003019	-0.014308	-0.009291	0.012785	-0.036236	-0.008943	-0.01193
-0.010482	-0.035112	-0.021013	-0.032621	-0.022796	-0.010631	-0.033867	-0.034191	-0.019118	-0.027633	-0.020932	-0.056085	-0.033884	-0.036903	-0.035917	-0.032437	-0.021929	-0.0298	-0.024281	-0.036123	0.000407	-0.035585	-0.029324	-0.03541	-0.034277	-0.055506	-0.052176	-0.040862	-0.045445	-0.040952	-0.04359	-0.017448	-0.055714	-0.036068	-0.017733	-0.046332	-0.036963	-0.033478	-0.032981	-0.050397	-0.056082	-0.024758	-0.040446	-0.016558	-0.023598	-0.01348	-0.01809	-0.016594	-0.020201	-0.021371	-0.038305	-0.02611	-0.036061	-0.02509	-0.022783	0.020706	-0.010786	-0.03843	0.00403	-0.017543	-0.041174	-0.053862	-0.03079	-0.038945	-0.039278	-0.020452	-0.028937	-0.024953	-0.025982	-0.015571	-0.016599	-0.021042	-0.014656	-0.042052	-0.005913	0.01667	-0.02131	-0.006647	-0.003674	-0.023171	-0.015513	-0.013522	-0.025565	0.002284	0.002426	-0.014399	0.013676	-0.023109	-0.021692	-0.019802	-0.034902	-0.010075	-0.001932	0.017422	-0.018628	-0.010285	0.002644
-0.009583	-0.013395	-0.021822	-0.039634	-0.045994	-0.031032	-0.038134	-0.026948	-0.035173	-0.0302	-0.031057	-0.024121	-0.051742	-0.045336	-0.049604	-0.035133	-0.016435	-0.021384	0.00632	-0.039414	-0.027202	-0.007116	-0.021057	-0.029406	-0.025551	0.00304	-0.039957	-0.038688	-0.044126	-0.038458	-0.042544	-0.049523	-0.043055	-0.03403	-0.039026	-0.040674	-0.004759	-0.038528	-0.034634	-0.033435	-0.015033	-0.016744	-0.017545	-0.017414	-0.00377	-0.001152	-0.020147	-0.001179	-0.00996	-0.010479	-0.04093	-0.024756	-0.0344	-0.00746	-0.033049	0.003659	0.004856	-0.021234	-0.026041	-0.032804	-0.04002	-0.025456	-0.034836	-0.036497	-0.016972	-0.017007	-0.04403	-0.028346	-0.020763	-0.015711	-0.000785	-0.037498	-0.037536	-0.028552	0.015624	-0.013314	-0.001488	-0.001435	0.004759	-0.025808	-0.013122	-0.014833	-0.002299	-0.003367	-0.018346	-0.030458	0.023462	-0.015436	-0.009131	-0.016834	-0.029395	-0.013388	0.003051	-0.005458	0.004672	-0.015568	0.004583
-0.009373	-0.038262	-0.015449	-0.040355	-0.016004	-0.03303	-0.023777	-0.058962	-0.030393	-0.023793	-0.029335	-0.038636	-0.036827	-0.043562	-0.032528	-0.021759	-0.013612	-0.013113	-0.025001	-0.03969	-0.017805	-0.006646	-0.018663	-0.023298	-0.01962	-0.045372	-0.028172	-0.031525	-0.02757	-0.02095	-0.03962	-0.028637	-0.027594	-0.019395	-0.032698	-0.068581	-0.040534	-0.00675	-0.024434	-0.028419	-0.032236	0.002872	-0.009967	0.022118	-0.020952	0.015806	-0.015517	-0.010949	0.01047	-0.027219	-0.025076	-0.01388	-0.013138	-0.007429	-0.010524	0.008976	-0.010639	-0.001088	-0.009101	-0.011866	-0.028582	-0.036204	-0.027859	-0.047931	-0.00839	-0.016026	0.000136	-0.018509	-0.009127	0.003191	-0.016103	-0.009131	-0.019062	-0.007273	0.001399	-0.019144	-0.015242	-0.005021	-0.014918	-0.018625	-0.00457	-0.018545	-0.017896	0.01862	-0.001887	0.010504	0.009615	-0.002444	-0.004801	-0.002415	-0.019855	-0.014081	0.003252	0.030414	0.005238	-0.001198	0.00349
-0.012595	-0.036204	-0.025488	-0.03089	-0.032255	-0.018412	-0.027222	-0.054748	-0.021881	-0.040219	-0.004122	-0.040254	-0.048994	-0.031152	-0.029577	-0.029414	-0.020744	-0.039234	-0.018081	-0.020389	-0.01395	-0.006263	-0.000882	-0.012806	-0.011533	-0.022139	-0.02586	-0.044438	-0.060526	-0.041255	-0.029941	-0.052481	-0.053229	-0.07382	-0.027997	-0.036449	-0.031069	-0.011634	-0.012322	-0.015205	-0.011511	0.013211	0.025531	0.005919	0.008582	0.010632	0.014247	0.020209	0.001246	0.012986	0.006656	-0.010714	-0.030022	-0.006345	0.017523	0.018485	0.027571	-0.007909	0.00763	-0.021194	-0.0276	-0.034686	-0.022555	-0.010307	-0.001311	0.012004	0.00486	-0.005276	-0.013631	0.002532	-0.008298	-0.002615	-0.009188	-0.021009	-0.011476	0.022456	-0.002358	0.005337	0.004085	-0.003442	0.001953	-0.00383	-0.002574	-0.005603	0.00733	0.009312	0.004499	-0.010004	-0.003583	-0.003004	0.010085	-0.019265	0.012396	0.013646	-0.024642	-0.013463	0.000108
-0.032215	-0.026818	-0.018975	-0.016777	-0.000151	-0.023391	-0.020829	-0.032422	-0.027906	-0.028401	-0.012125	-0.020843	-0.018892	-0.037129	-0.054847	-0.021603	-0.026253	-0.02254	0.004743	-0.016131	-0.010084	-0.002873	0.009997	-0.007196	-0.00635	-0.022763	-0.021315	-0.005562	-0.009862	-0.013731	-0.031009	-0.034525	-0.046712	-0.038652	-0.024735	-0.030382	-0.01027	-0.004715	-0.018714	-0.002732	0.003774	0.018947	0.010379	-0.007691	0.023594	0.030005	0.020932	0.032139	0.01271	0.00783	0.010359	0.015689	0.003126	0.010111	0.008134	0.037928	0.040547	0.005283	0.004521	-0.000535	-0.009173	0.011426	-0.004067	0.015114	0.000957	0.011461	-0.00113	0.002726	0.007661	0.026184	0.012645	0.010409	-0.004431	-0.001606	0.024825	0.014361	0.012552	0.000699	0.016464	-0.005755	-0.01745	-0.00464	-0.003857	0.017439	-0.012351	0.002649	0.016503	0.004923	-0.018272	-0.018749	-0.007417	-0.045932	0.016527	0.010824	-0.015706	-0.010317	-0.010667
-0.020765	-0.039077	-0.031266	-0.041825	-0.019429	-0.026887	-0.036517	-0.024889	-0.031169	-0.018829	-0.027313	-0.032795	-0.02625	-0.027684	-0.018346	-0.014204	-0.014001	-0.029898	-0.022635	-0.025792	0.000161	-0.002101	0.008647	0.012871	0.003237	0.049967	0.027625	0.036481	0.050023	0.029879	0.037698	0.02075	0.007552	0.008564	0.020916	-0.014446	-0.001253	0.009139	0.009206	0.008453	0.013459	0.030982	0.029959	0.007457	0.022084	0.038122	0.039462	0.034121	0.052237	0.033697	0.020916	0.017367	0.010093	0.035386	0.018308	0.048956	0.046035	0.013211	0.009753	0.032258	0.008346	0.01817	0.0209	0.018495	0.020476	0.015397	0.016087	0.028816	0.019578	0.054886	0.038695	0.020863	0.006925	0.000882	0.015207	0.027905	0.015828	0.004192	0.013345	0.025701	-0.004327	0.020742	0.000513	0.031461	0.004881	0.015981	0.00236	-0.002753	0.019671	-0.023674	-0.025187	-0.04398	-0.00432	-0.008471	-0.016114	-0.010795	-0.011606
-0.017553	-0.021987	-0.025196	-0.003066	-0.026337	-0.002262	-0.01348	-0.022424	-0.023575	-0.016512	-0.032892	-0.037407	-0.032602	-0.045457	-0.027929	-0.006924	-0.04031	-0.017955	0.008465	-0.005766	-0.022365	0.005302	0.009236	0.01098	0.053028	0.078553	0.081966	0.076067	0.103832	0.102787	0.095721	0.07956	0.072513	0.085258	0.052575	0.043889	0.028116	0.028813	0.024439	0.026475	0.034158	0.053977	0.045819	0.032514	0.038572	0.056889	0.059822	0.059292	0.065133	0.037949	0.041838	0.048942	0.03342	0.046622	0.048607	0.057595	0.077247	0.043839	0.045227	0.014017	0.04134	0.039086	0.038996	0.04322	0.036198	0.045966	0.044908	0.043677	0.033619	0.048939	0.041179	0.034582	0.025296	0.021514	0.042608	0.019853	0.018272	0.035543	0.014708	0.009939	0.018	0.022202	1.7e-005	0.029355	-0.012051	0.0064	0.018082	0.014767	0.015367	-0.008982	-0.033178	-0.021752	-0.010069	0.005072	-0.01376	-0.011155	0.007449
-0.009776	-0.036048	-0.022682	-0.054061	-0.031547	-0.017179	-0.034127	-0.03132	-0.023852	-0.028536	0.006219	-0.041632	-0.032872	-0.026215	-0.033319	-0.020453	-0.029839	-0.02297	-0.026903	-0.008151	-0.016506	0.007578	0.00629	-0.002232	0.047612	0.070111	0.093316	0.110342	0.117924	0.116729	0.170711	0.185886	0.163785	0.19107	0.175554	0.130291	0.114127	0.139067	0.096764	0.116071	0.080381	0.089583	0.088404	0.060923	0.058095	0.057899	0.083049	0.070846	0.075896	0.060972	0.054638	0.058521	0.050492	0.069127	0.072764	0.09367	0.103862	0.057768	0.077522	0.08051	0.078139	0.074371	0.050408	0.069215	0.05353	0.065392	0.06209	0.045328	0.060118	0.042861	0.065949	0.039985	0.058126	0.064471	0.068827	0.049094	0.041384	0.044411	0.012401	0.05343	0.017285	0.025493	0.03094	0.00475	0.037558	0.027618	0.034186	0.0023	-0.012079	0.000893	-0.012286	-0.014323	-0.002595	0.01659	0.004631	-0.025683	-0.008013
-0.009169	-0.031009	-0.030404	-0.036865	-0.02566	-0.008124	-0.022653	-0.024029	-0.022044	-0.015164	-0.014526	-0.024829	-0.021603	-0.013552	-0.038018	-0.015952	-0.01567	-0.004798	-0.020884	-0.017507	-0.012414	-0.01671	-0.02128	-0.012011	0.012983	0.049705	0.083614	0.087644	0.133691	0.184418	0.305759	0.311204	0.347342	0.313996	0.3024	0.273801	0.299265	0.288631	0.258404	0.215056	0.205999	0.184321	0.171553	0.144693	0.149272	0.120973	0.119923	0.122921	0.110514	0.100483	0.094712	0.085208	0.075795	0.081124	0.080168	0.094133	0.111405	0.062999	0.099395	0.081871	0.074463	0.090848	0.083851	0.098902	0.085595	0.090056	0.097397	0.078678	0.082937	0.093136	0.094121	0.078125	0.056446	0.060784	0.071913	0.064685	0.06353	0.07742	0.046746	0.025555	0.034946	0.035186	0.026315	0.021642	0.045601	0.039899	0.020765	0.005892	0.022389	-0.007319	-0.020118	-0.006252	0.00627	0.014803	0.009018	-0.005764	0.007455
-0.029733	-0.023358	-0.022429	-0.035771	-0.006819	-0.020116	-0.048712	-0.042182	-0.029115	-0.031618	-0.026152	-0.038223	-0.053568	-0.037151	-0.04534	-0.019041	-0.026275	-0.003063	-0.006671	-0.020227	-0.017968	-0.014405	-0.037047	-0.049681	0.000746	0.040549	0.135024	0.21107	0.2708	0.335306	0.382131	0.448549	0.479529	0.49338	0.476719	0.460166	0.469589	0.455758	0.41863	0.37695	0.346945	0.370327	0.332257	0.30952	0.297712	0.272052	0.268353	0.235776	0.201553	0.206932	0.17993	0.16756	0.132821	0.108796	0.125039	0.107738	0.151714	0.119121	0.09983	0.129009	0.110364	0.118186	0.113804	0.114085	0.120167	0.113749	0.114295	0.11569	0.118902	0.112107	0.103973	0.104872	0.090556	0.077167	0.083337	0.085085	0.080349	0.084964	0.059726	0.058638	0.043361	0.06843	0.043854	0.036461	0.0339	0.03444	0.018785	0.026545	-0.017013	0.009965	0.002746	0.006006	0.00514	0.001735	0.001432	-0.012095	0.00572
-0.010671	-0.015296	-0.018151	-0.03612	-0.010522	0.002613	-0.024143	-0.028957	-0.027658	-0.039714	-0.016828	-0.02406	-0.039608	-0.021215	-0.029264	-0.009866	-0.033221	-0.026578	-0.012742	-0.009811	0.009985	-0.018635	-0.012594	-0.043632	0.024082	0.102838	0.239552	0.361143	0.385387	0.47774	0.559856	0.623711	0.63666	0.639364	0.657005	0.630139	0.614966	0.636876	0.622897	0.553057	0.558415	0.557774	0.515924	0.530871	0.468525	0.471733	0.496213	0.464746	0.444462	0.384556	0.39717	0.351348	0.308525	0.258852	0.20655	0.212578	0.222244	0.180426	0.187385	0.169138	0.13273	0.134861	0.14392	0.154758	0.131355	0.140065	0.129589	0.138515	0.148649	0.121383	0.110149	0.117882	0.102077	0.104404	0.115169	0.104094	0.082041	0.126569	0.077689	0.083637	0.073442	0.085249	0.057144	0.080484	0.057604	0.045766	0.024289	0.018099	0.007762	-0.000451	-0.021436	-0.011394	0.009892	0.006218	-0.023636	-0.033618	0.007386
