-0.079504	-0.114817	-0.088846	-0.087704	-0.088871	-0.084304	-0.075881	-0.088558	-0.069975	-0.078338	-0.094164	-0.086027	-0.074624	-0.097471	-0.060261	-0.066575	-0.067082	-0.066041	-0.052667	-0.066069	-0.074141	-0.049591	-0.047543	-0.034073	-0.040227	-0.057896	-0.045423	-0.032015	-0.06033	-0.055576	-0.066073	-0.055106	-0.035927	-0.059387	-0.037933	-0.04668	-0.029986	-0.046789	-0.050001	-0.040579	-0.0325	-0.045124	-0.049206	-0.042945	-0.057003	-0.049624	-0.071599	-0.056189	-0.073002	-0.05084	-0.075551	-0.051543	-0.061673	-0.08606	-0.087055	-0.053003	-0.043902	-0.062379	-0.057209	-0.055386	-0.058377	-0.047983	-0.05904	-0.075708	-0.044828	-0.043346	-0.046802	-0.059149	-0.034699	-0.045608	-0.048823	-0.036949	-0.033077	-0.048009	-0.045319	-0.036016	-0.04592	-0.058339	-0.039149	-0.043278	-0.030959	-0.049189	-0.039239	-0.04406	-0.041904	-0.048114	-0.047508	-0.059142	-0.047569	-0.04711	-0.023935	-0.03759	-0.041583
-0.081484	-0.090837	-0.100569	-0.102263	-0.096294	-0.095141	-0.082628	-0.089671	-0.079176	-0.091488	-0.093754	-0.074948	-0.092613	-0.067211	-0.068002	-0.093307	-0.058339	-0.062358	-0.065389	-0.05085	-0.06417	-0.074458	-0.07031	-0.068885	-0.060518	-0.065706	-0.033165	-0.046351	-0.058312	-0.056179	-0.050661	-0.045797	-0.045396	-0.064693	-0.034085	-0.033802	-0.057971	-0.03063	-0.037732	-0.03024	-0.025342	-0.036812	-0.04397	-0.056152	-0.049202	-0.047389	-0.052658	-0.082075	-0.068694	-0.065994	-0.057534	-0.042639	-0.064433	-0.066533	-0.084829	-0.074757	-0.071545	-0.069497	-0.059734	-0.054201	-0.077243	-0.063708	-0.078714	-0.057072	-0.046615	-0.051261	-0.037519	-0.05316	-0.054589	-0.048877	-0.049505	-0.052958	-0.028328	-0.054967	-0.040642	-0.038001	-0.027907	-0.058122	-0.047296	-0.039375	-0.008549	-0.046886	-0.04407	-0.039598	-0.038913	-0.059346	-0.042772	-0.044151	-0.040987	-0.029076	-0.059001	-0.042491	-0.039271
-0.078523	-0.08896	-0.112775	-0.076734	-0.072232	-0.10559	-0.097812	-0.081828	-0.070958	-0.094118	-0.102763	-0.090438	-0.087469	-0.072949	-0.079638	-0.070563	-0.078684	-0.067449	-0.081843	-0.05412	-0.065555	-0.080481	-0.084586	-0.057464	-0.086585	-0.07741	-0.085154	-0.070566	-0.04374	-0.04608	-0.05354	-0.030066	-0.045339	-0.052049	-0.066689	-0.053395	-0.03266	-0.033798	-0.02236	-0.040605	-0.05551	-0.047411	-0.038619	-0.04072	-0.055655	-0.057482	-0.082311	-0.065391	-0.091642	-0.081713	-0.055479	-0.086287	-0.082238	-0.093509	-0.08669	-0.07158	-0.059172	-0.072842	-0.074457	-0.058991	-0.049461	-0.060645	-0.070872	-0.068051	-0.055677	-0.062432	-0.030688	-0.070407	-0.06806	-0.052912	-0.036431	-0.035082	-0.036515	-0.043492	-0.026351	-0.057945	-0.053491	-0.067154	-0.054577	-0.028006	-0.033838	-0.036367	-0.028867	-0.040465	-0.049095	-0.039253	-0.046085	-0.042758	-0.054423	-0.057771	-0.055216	-0.045135	-0.048707
-0.07168	-0.09998	-0.084528	-0.083536	-0.085301	-0.082835	-0.079732	-0.110174	-0.093343	-0.088007	-0.092193	-0.087145	-0.103281	-0.085371	-0.091434	-0.078307	-0.065497	-0.092788	-0.073695	-0.07844	-0.070865	-0.088745	-0.083633	-0.08254	-0.077852	-0.075362	-0.081653	-0.060394	-0.040495	-0.049159	-0.045308	-0.057851	-0.043477	-0.035823	-0.042105	-0.037792	-0.024098	-0.027739	-0.033277	-0.027787	-0.048203	-0.030775	-0.048475	-0.044388	-0.04701	-0.062065	-0.072115	-0.065143	-0.072836	-0.069057	-0.032485	-0.065251	-0.089736	-0.08004	-0.085259	-0.0629	-0.075883	-0.080499	-0.077297	-0.077669	-0.073843	-0.043939	-0.068714	-0.063604	-0.062823	-0.067599	-0.077255	-0.061981	-0.064018	-0.063078	-0.048354	-0.043502	-0.047058	-0.042957	-0.046854	-0.044797	-0.051803	-0.064927	-0.045653	-0.049117	-0.057862	-0.048209	-0.059013	-0.038728	-0.050978	-0.062453	-0.047957	-0.046641	-0.057772	-0.0605	-0.049877	-0.066627	-0.050047
-0.103426	-0.101195	-0.101366	-0.106619	-0.071744	-0.08202	-0.090539	-0.095688	-0.090209	-0.099313	-0.110491	-0.10226	-0.099606	-0.085716	-0.091102	-0.078396	-0.068901	-0.086949	-0.051667	-0.087967	-0.076129	-0.078047	-0.091707	-0.088545	-0.065792	-0.086898	-0.06041	-0.049691	-0.031654	-0.060051	-0.041742	-0.027006	-0.051245	-0.056616	-0.045668	-0.025915	-0.017791	-0.033307	-0.021034	-0.039114	-0.029378	-0.015465	-0.028105	-0.039989	-0.044548	-0.047849	-0.090126	-0.064594	-0.081432	-0.06381	-0.060408	-0.090235	-0.085305	-0.101729	-0.100112	-0.086678	-0.08695	-0.081022	-0.093473	-0.078896	-0.058382	-0.048999	-0.07255	-0.054748	-0.055865	-0.063684	-0.059702	-0.07228	-0.07509	-0.068908	-0.029014	-0.05524	-0.041286	-0.042921	-0.050819	-0.044051	-0.075107	-0.055656	-0.046865	-0.042084	-0.014832	-0.04301	-0.0512	-0.050727	-0.043098	-0.040522	-0.049165	-0.051478	-0.054038	-0.045792	-0.062448	-0.06983	-0.047047
-0.092693	-0.092564	-0.089009	-0.088309	-0.087227	-0.087396	-0.08322	-0.103768	-0.096976	-0.102302	-0.080675	-0.10241	-0.096367	-0.090978	-0.09399	-0.098341	-0.082943	-0.100105	-0.099238	-0.062348	-0.100953	-0.069697	-0.09144	-0.090485	-0.086106	-0.084508	-0.080502	-0.085525	-0.047821	-0.063646	-0.042159	-0.037066	-0.039545	-0.039724	-0.046748	-0.010415	-0.042192	-0.021289	-0.033395	0.004526	-0.008841	-0.023418	-0.029349	-0.034552	-0.040471	-0.051795	-0.068628	-0.088827	-0.070266	-0.085347	-0.071653	-0.095964	-0.117016	-0.11793	-0.109408	-0.083642	-0.074106	-0.08521	-0.09879	-0.06838	-0.071426	-0.07216	-0.080141	-0.096554	-0.0861	-0.07922	-0.055585	-0.049139	-0.046959	-0.037152	-0.047409	-0.040094	-0.074104	-0.069806	-0.059912	-0.065752	-0.037016	-0.049332	-0.042725	-0.051981	-0.033106	-0.036618	-0.024769	-0.049788	-0.046683	-0.03564	-0.051956	-0.045197	-0.056097	-0.077997	-0.068543	-0.068333	-0.080267
-0.088877	-0.08991	-0.084869	-0.104043	-0.109123	-0.076861	-0.090776	-0.088912	-0.102746	-0.095454	-0.098508	-0.079052	-0.0781	-0.096205	-0.098152	-0.102265	-0.080994	-0.073782	-0.093269	-0.089127	-0.107724	-0.095556	-0.102714	-0.099161	-0.080383	-0.109626	-0.088752	-0.071974	-0.069687	-0.077272	-0.054131	-0.037876	-0.034756	-0.022161	-0.045088	-0.015888	-0.027492	-0.00833	-0.021079	-0.014894	-0.023758	-0.010564	-0.006509	-0.033678	-0.022711	-0.046413	-0.06943	-0.073809	-0.081335	-0.087149	-0.094555	-0.092216	-0.104524	-0.124182	-0.122655	-0.107534	-0.109926	-0.108436	-0.0774	-0.080532	-0.085663	-0.083935	-0.07904	-0.085866	-0.060302	-0.085182	-0.052073	-0.05877	-0.075773	-0.059187	-0.051341	-0.05476	-0.060991	-0.031855	-0.043931	-0.059528	-0.057569	-0.064668	-0.054079	-0.028643	-0.054347	-0.043699	-0.042129	-0.046453	-0.041908	-0.040046	-0.038246	-0.04286	-0.06517	-0.058154	-0.061185	-0.079289	-0.072936
-0.092161	-0.085791	-0.085793	-0.11188	-0.096935	-0.10723	-0.086544	-0.088522	-0.082259	-0.083768	-0.097307	-0.092599	-0.120234	-0.106661	-0.085429	-0.102474	-0.091517	-0.096598	-0.076018	-0.081694	-0.096135	-0.102378	-0.10022	-0.107441	-0.108117	-0.133866	-0.113398	-0.090758	-0.056444	-0.062605	-0.058138	-0.049147	-0.0178	-0.026371	-0.017169	0.001083	-0.015775	-0.00664	0.009011	-0.021971	-0.003085	-0.003643	0.012121	-0.014335	-0.015816	-0.038051	-0.02518	-0.05353	-0.076523	-0.086826	-0.093798	-0.103627	-0.121729	-0.132655	-0.159129	-0.119716	-0.090632	-0.123663	-0.073053	-0.069572	-0.062783	-0.036726	-0.06506	-0.051401	-0.044587	-0.054785	-0.030613	-0.053939	-0.045965	-0.02708	-0.02731	-0.047484	-0.015115	-0.044241	-0.024587	-0.040973	-0.050757	-0.043103	-0.039601	-0.02649	-0.030136	-0.029945	-0.026525	-0.038202	-0.034248	-0.024276	-0.031016	-0.025511	-0.042375	-0.033912	-0.038703	-0.057371	-0.05864
-0.08412	-0.093141	-0.083297	-0.09524	-0.102048	-0.085743	-0.079012	-0.095885	-0.102974	-0.110081	-0.109159	-0.103509	-0.109903	-0.095965	-0.09598	-0.096831	-0.086701	-0.089209	-0.088657	-0.074656	-0.080256	-0.086099	-0.091017	-0.086038	-0.104108	-0.120399	-0.122857	-0.080551	-0.083307	-0.076012	-0.054665	-0.057378	-0.027535	-0.037012	-0.014625	0.012578	0.019966	0.036088	-0.008676	0.011191	-0.001162	0.015728	0.003934	-0.007369	-0.000596	-0.007647	-0.028345	-0.028409	-0.056958	-0.050663	-0.094114	-0.097926	-0.11561	-0.142205	-0.147626	-0.121376	-0.094295	-0.058627	-0.06428	-0.068464	-0.052652	-0.042787	-0.049202	-0.05588	-0.011267	-0.022061	-0.030355	-0.02865	-0.035078	-0.024735	-0.005474	-0.009915	0.004371	-0.009146	-0.028137	-0.025712	-0.033247	-0.040687	-0.010629	-0.011962	-0.020941	-0.00607	-0.004151	-0.01645	-0.005847	0.018748	0.00249	-0.0016	0.004349	-0.022859	-0.019565	-0.023012	-0.04168
-0.092736	-0.092675	-0.087056	-0.085253	-0.095197	-0.078298	-0.07649	-0.080621	-0.102231	-0.104813	-0.11265	-0.104401	-0.104867	-0.091808	-0.115805	-0.089088	-0.082921	-0.067662	-0.064832	-0.045641	-0.050666	-0.043774	-0.041776	-0.07978	-0.071412	-0.100299	-0.084821	-0.085245	-0.046373	-0.055132	-0.05026	-0.059696	-0.029201	-0.03195	0.010373	0.024549	0.025675	0.039046	0.01312	0.036142	0.020586	0.031907	0.016055	0.031535	0.01029	0.015374	-0.004027	-0.022047	-0.029359	-0.048472	-0.061069	-0.069879	-0.099396	-0.125657	-0.127685	-0.100658	-0.091837	-0.111185	-0.057692	-0.079278	-0.076432	-0.043846	-0.053161	-0.052305	-0.027331	-0.028547	-0.020829	-0.032471	-0.048014	-0.032007	-0.038221	-0.006138	-0.003513	-0.011214	-0.019716	-0.024543	-0.002582	0.012234	0.000318	-0.001292	0.014746	0.000388	-0.003592	-0.007669	0.016993	-0.004235	0.019296	0.022051	-0.009972	-0.024497	0.019866	0.008159	0.015669
