-10.4,0.811251
-10,0.787548
-9.6,0.765626
-9.2,0.739901
-8.8,0.718424
-8.4,0.694749
-8,0.666269
-7.6,0.64133
-7.2,0.610912
-6.8,0.58796
-6.4,0.569845
-6,0.547663
-5.6,0.528178
-5.2,0.50456
-4.8,0.496984
-4.4,0.45533
-4,0.448935
-3.6,0.437448
-3.2,0.42053
-2.8,0.413538
-2.4,0.396236
-2,0.374137
-1.6,0.376848
-1.2,0.361596
-0.8,0.362992
-0.4,0.355498
0,0.357041
0.4,0.355816
0.8,0.368582
1.2,0.374141
1.6,0.386839
2,0.403473
2.4,0.407738
2.8,0.428795
3.2,0.439063
3.6,0.455653
4,0.468967
4.4,0.483736
4.8,0.507352
5.2,0.51281
5.6,0.547501
6,0.567292
6.4,0.579543
6.8,0.602648
7.2,0.646161
7.6,0.672465
8,0.705826
8.4,0.739843
8.8,0.784892
9.2,0.812288
