1.65001,188.085,153.362
1.65034,213.163,155.291
1.65066,217.903,157.16
1.65098,206.254,153.245
1.6513,202.321,146.442
1.65162,206.096,157.943
1.65194,198.316,164.621
1.65227,213.636,166.482
1.65259,212.592,153.913
1.65291,215.396,155.778
1.65323,196.09,169.176
1.65356,216.192,155.658
1.65388,218.031,157.52
1.6542,208.345,142.097
1.65452,206.346,160.278
1.65485,198.592,177.486
1.65517,201.393,152.483
1.65549,214.736,158.176
1.65582,213.696,160.032
1.65614,210.74,165.718
1.65647,211.617,163.74
1.65679,227.808,152.191
1.65711,221.98,171.269
1.65744,222.85,173.115
1.65776,217.984,159.664
1.65809,226.503,170.116
1.65841,219.728,164.319
1.65873,213.914,154.705
1.65906,227.196,160.374
1.65938,222.337,167.946
1.65971,225.113,159.296
1.66003,235.515,176.398
1.66036,234.472,171.565
1.66068,207.704,166.735
1.66101,226.672,163.813
1.66134,214.208,180.887
1.66166,244.579,158.929
1.66199,238.778,158.868
1.66231,199.698,163.562
1.66264,232.89,173.004
1.66297,226.149,175.788
1.66329,217.513,168.121
1.66362,229.773,175.653
1.66394,229.685,180.331
1.66427,233.39,167.927
1.6646,232.352,169.76
1.66493,237.951,186.758
1.66525,233.121,159.204
1.66558,233.031,191.35
1.66591,253.773,184.649
1.66623,223.385,166.592
1.66656,232.761,181.667
1.66689,219.43,182.543
1.66722,261.89,181.527
1.66755,212.645,175.786
1.66787,212.562,177.608
1.6682,236.089,192.649
1.66853,205.79,173.695
1.66886,244.399,186.838
1.66919,226.384,185.823
1.66952,229.125,192.352
1.66984,237.518,196.047
1.67017,221.41,181.839
1.6705,252.404,196.838
1.67083,243.833,191.112
1.67116,241.856,165.629
1.67149,240.822,188.142
1.67182,237.909,179.607
1.67215,238.756,176.717
1.67248,237.724,187.924
1.67281,250.781,195.365
1.67314,254.44,179.329
1.67347,255.279,196.152
1.6738,251.428,185.757
1.67413,234.45,188.498
1.67446,255.92,191.237
1.67479,243.639,205.219
1.67512,255.722,179.848
1.67546,253.75,205.06
1.67579,243.356,199.365
1.67612,236.711,193.673
1.67645,252.519,201.08
1.67678,252.422,212.221
1.67711,259.8,197.186
1.67744,258.765,217.661
1.67778,251.194,203.57
1.67811,250.163,196.957
1.67844,264.995,196.88
1.67877,262.093,212.659
1.6791,260.127,213.509
1.67944,266.549,198.514
1.67977,268.309,197.505
1.6801,256.099,205.81
1.68044,261.585,211.316
1.68077,242.871,193.552
1.6811,256.729,185.106
1.68144,270.577,197.121
1.68177,245.377,206.34
1.6821,262.934,216.479
1.68244,263.76,201.534
1.68277,253.445,219.096
1.6831,273.763,208.802
1.68344,260.668,209.648
1.68377,280.041,219.767
1.68411,257.685,215.046
1.68444,267.777,214.963
1.68478,267.672,208.395
1.68511,264.79,212.943
1.68545,254.507,225.817
1.68578,269.21,204.451
1.68612,271.878,244.136
1.68645,293.033,235.72
1.68679,262.426,200.515
1.68712,290.957,239.231
1.68746,258.528,217.902
1.68779,264.887,219.662
1.68813,285.081,220.5
1.68847,290.503,208.424
1.6888,294.999,224.937
1.68914,282.904,223.005
1.68948,290.163,237.657
1.68981,291.89,220.069
1.69015,277.05,219.063
1.69049,298.102,221.736
1.69082,283.271,228.088
1.69116,296.95,233.515
1.6915,259.155,206.772
1.69183,287.531,229.658
1.69217,289.255,231.404
1.69251,292.814,246
1.69285,286.276,214.707
1.69319,308.176,232.966
1.69352,286.051,240.21
1.69386,303.352,247.447
1.6942,303.234,262.009
1.69454,300.367,254.579
1.69488,283.773,227.934
1.69522,300.132,240.654
1.69555,292.697,219.523
1.69589,288.01,245.037
1.69623,313.488,225.748
1.69657,302.402,241.19
1.69691,299.543,231.963
1.69725,277.516,239.175
1.69759,313.908,236.343
1.69793,290.068,244.46
1.69827,305.456,240.717
1.69861,292.575,254.294
1.69895,319.792,270.594
1.69929,305.095,260.469
1.69963,325.003,245.801
1.69997,313.955,261.175
1.70031,301.097,252.885
1.70065,310.981,252.786
1.701,318.129,255.412
1.70134,302.558,268.032
1.70168,315.154,257.028
1.70202,308.675,248.756
1.70236,323.074,240.49
1.7027,331.111,251.282
1.70304,315.564,261.157
1.70339,316.347,263.774
1.70373,307.161,272.73
1.70407,342.364,276.246
1.70441,347.661,264.367
1.70476,327.613,279.647
1.7051,331.102,247.874
1.70544,337.302,283.045
1.70578,350.728,267.565
1.70613,333.422,268.364
1.70647,334.193,261.032
1.70681,337.672,278.083
1.70716,333.93,281.584
1.7075,331.09,275.157
1.70784,339.979,292.183
1.70819,325.42,281.25
1.70853,355.028,300.061
1.70888,363.894,278.325
1.70922,369.153,296.223
1.70956,335.706,288.906
1.70991,352.668,277.096
1.71025,357.024,292.274
1.7106,361.378,292.159
1.71094,350.451,283.057
1.71129,358.398,277.556
1.71163,347.48,297.199
1.71198,360.806,306.954
