-0.051709	-0.061514	-0.03786	-0.04037	-0.043373	-0.049311	-0.059886	-0.045888	-0.029279	-0.006923	-0.017097	-0.042818	-0.053395	-0.034165	-0.048949	-0.041877	-0.055852	-0.057942	-0.070497	-0.034547	-0.031449	-0.045109	-0.056931	-0.067118	-0.041063	-0.058423	-0.055863	-0.068728	-0.048395	-0.071107	-0.062825	-0.067658	-0.037282	-0.039958	-0.075851	-0.052445	-0.017359	0.003095	0.003168	0.004385	0.023657	0.008776	0.014231	0.009295	-0.000663	0.001246	-0.020477	-0.007496	-0.021983	-0.009551	-0.02507	-0.011041	-0.020393	-0.030353	-0.029584	-0.039171	-0.024961	-0.040977	-0.034639	-0.031725	-0.064226	-0.059552	-0.078483	-0.095024	-0.108968	-0.152226	-0.142673	-0.150413	-0.199174	-0.176476	-0.190289	-0.222187	-0.228603	-0.2333	-0.216163	-0.231277	-0.209913	-0.220237	-0.224044	-0.208299	-0.2084	-0.217658	-0.224268	-0.221091	-0.222728	-0.202179	-0.226439	-0.244895	-0.217937	-0.22612	-0.218635	-0.207011	-0.244679	-0.228221	-0.225797	-0.206576	-0.228319	-0.211416	-0.223131	-0.230288	-0.192713	-0.177196	-0.21172	-0.198283
-0.043782	-0.058898	-0.044996	-0.033183	-0.04089	-0.051837	-0.045541	-0.047643	-0.023228	-0.021422	-0.028307	-0.0405	-0.04322	-0.038552	-0.0505	-0.055017	-0.049037	-0.053193	-0.055091	-0.050868	-0.064027	-0.072102	-0.040751	-0.060867	-0.064652	-0.049882	-0.055553	-0.053754	-0.030877	-0.074004	-0.067629	-0.047742	-0.027793	-0.026098	0.003291	0.001358	0.050362	0.085401	0.128905	0.145083	0.216469	0.218629	0.225257	0.220957	0.192345	0.174458	0.126514	0.086961	0.044192	0.041813	0.023861	0.009531	-0.010969	-0.022953	-0.00969	-0.023164	-0.014871	-0.020027	-0.025366	-0.030959	-0.012962	-0.027537	-0.063259	-0.059401	-0.056009	-0.074832	-0.086455	-0.119406	-0.140285	-0.132081	-0.174579	-0.203767	-0.213822	-0.204421	-0.199713	-0.2042	-0.196061	-0.19111	-0.228275	-0.227786	-0.217621	-0.22446	-0.202643	-0.231377	-0.222489	-0.231532	-0.226259	-0.215042	-0.207865	-0.208161	-0.210531	-0.214804	-0.237633	-0.214411	-0.200603	-0.172776	-0.208722	-0.222277	-0.209369	-0.200559	-0.185078	-0.193962	-0.178767	-0.207507
-0.054025	-0.06715	-0.0565	-0.033619	-0.051034	-0.050143	-0.052911	-0.036612	-0.043899	-0.045223	-0.037764	-0.040024	-0.076599	-0.07083	-0.052689	-0.073497	-0.059447	-0.058305	-0.074095	-0.062304	-0.03855	-0.046476	-0.079936	-0.072431	-0.079531	-0.049456	-0.042313	-0.054925	-0.033794	-0.029174	-0.032345	-0.006768	0.008791	0.064727	0.122914	0.201305	0.277677	0.336919	0.386141	0.37916	0.420632	0.456475	0.454734	0.429899	0.444976	0.443457	0.353106	0.348399	0.278896	0.211815	0.13207	0.102895	0.035676	-0.013941	-0.004168	0.00116	-0.014503	-0.007405	-0.03856	-0.015479	-0.009125	-0.010228	-0.035618	-0.04787	-0.054959	-0.067671	-0.04229	-0.075129	-0.079274	-0.098058	-0.099616	-0.126527	-0.169046	-0.195824	-0.17677	-0.19897	-0.188668	-0.201342	-0.182804	-0.207243	-0.204473	-0.212024	-0.212813	-0.238795	-0.213442	-0.201989	-0.219927	-0.237329	-0.196184	-0.20249	-0.197394	-0.241795	-0.226176	-0.230264	-0.210525	-0.209318	-0.186247	-0.209827	-0.193963	-0.194166	-0.202857	-0.191055	-0.193808	-0.19649
-0.060773	-0.059854	-0.028648	-0.039935	-0.051879	-0.049606	-0.025736	-0.04818	-0.048219	-0.039526	-0.046585	-0.05426	-0.061326	-0.04988	-0.047532	-0.066416	-0.089848	-0.069794	-0.067659	-0.067681	-0.053295	-0.064446	-0.0846	-0.065398	-0.06527	-0.05779	-0.043046	-0.043439	-0.004439	-0.008074	0.022873	0.10986	0.175185	0.264418	0.371915	0.422333	0.494721	0.547613	0.574739	0.568229	0.575135	0.592511	0.547497	0.562035	0.524067	0.518716	0.483687	0.49331	0.488113	0.42386	0.374562	0.273524	0.139234	0.087606	0.04738	0.020557	0.006577	-0.001266	0.001894	0.004794	0.006697	-0.003367	-0.043189	-0.049542	-0.040135	-0.036544	-0.057048	-0.073766	-0.055229	-0.061468	-0.065688	-0.094484	-0.114115	-0.096703	-0.107105	-0.171628	-0.162997	-0.184411	-0.195925	-0.187384	-0.211624	-0.213043	-0.198581	-0.211888	-0.213119	-0.202909	-0.210964	-0.202262	-0.210801	-0.185978	-0.216577	-0.211338	-0.223689	-0.208153	-0.195803	-0.205389	-0.201443	-0.189917	-0.203134	-0.179465	-0.188511	-0.200947	-0.202468	-0.20498
-0.038261	-0.061307	-0.054812	-0.038902	-0.036697	-0.057757	-0.070522	-0.058424	-0.04583	-0.043879	-0.059208	-0.064798	-0.071173	-0.065936	-0.068239	-0.071672	-0.075921	-0.086068	-0.067891	-0.072875	-0.056763	-0.08007	-0.082371	-0.062387	-0.050789	-0.036709	-0.039163	-0.003836	0.025862	0.075931	0.162213	0.258176	0.356107	0.449458	0.524105	0.572238	0.60259	0.65433	0.661659	0.644524	0.647212	0.63671	0.606734	0.591091	0.593509	0.575869	0.549852	0.542371	0.550584	0.510125	0.511562	0.383186	0.384737	0.259484	0.134792	0.056449	0.033224	0.003722	-0.0106	-0.005856	0.006862	-0.012452	-0.026444	-0.018155	-0.018635	-0.007141	-0.036687	-0.028698	-0.048342	-0.046535	-0.058501	-0.056365	-0.083969	-0.060563	-0.060875	-0.095126	-0.083444	-0.105679	-0.140319	-0.173186	-0.158796	-0.188192	-0.186589	-0.189622	-0.207284	-0.215756	-0.23003	-0.207714	-0.207308	-0.190521	-0.212611	-0.208585	-0.239495	-0.232332	-0.201335	-0.207318	-0.223998	-0.201734	-0.194913	-0.220035	-0.182759	-0.203616	-0.205899	-0.197972
-0.054239	-0.071583	-0.059047	-0.057982	-0.072734	-0.054682	-0.063453	-0.056121	-0.047993	-0.065064	-0.037803	-0.078158	-0.06996	-0.060304	-0.075421	-0.064985	-0.075944	-0.088266	-0.087928	-0.078562	-0.065567	-0.071105	-0.06863	-0.075807	-0.062556	-0.048993	0.001488	0.046304	0.107832	0.222617	0.303938	0.42231	0.485734	0.577867	0.63211	0.639479	0.618047	0.651114	0.637442	0.600326	0.62295	0.604455	0.625672	0.605846	0.623451	0.626792	0.602106	0.61924	0.60022	0.569097	0.549293	0.552801	0.477459	0.464599	0.306275	0.213455	0.080231	0.01918	0.028955	0.007969	0.005666	-0.006576	-0.026821	-0.037697	-0.028275	-0.02661	-0.039101	-0.032678	-0.0399	-0.046027	-0.044403	-0.056688	-0.056132	-0.060872	-0.03394	-0.059885	-0.05746	-0.056416	-0.076873	-0.102571	-0.131144	-0.153603	-0.155163	-0.182314	-0.187263	-0.181516	-0.188363	-0.202404	-0.19395	-0.199206	-0.200721	-0.202616	-0.250048	-0.225378	-0.183892	-0.208589	-0.205698	-0.212004	-0.203826	-0.182629	-0.179122	-0.185031	-0.209159	-0.227987
-0.056433	-0.074197	-0.071465	-0.055016	-0.061342	-0.062853	-0.07552	-0.07157	-0.062031	-0.044086	-0.058364	-0.071849	-0.067471	-0.061154	-0.067023	-0.081054	-0.089986	-0.084734	-0.098275	-0.08638	-0.071389	-0.064048	-0.063337	-0.082495	-0.034691	-0.006685	0.047485	0.114663	0.221888	0.352188	0.45	0.503824	0.56823	0.61972	0.617601	0.603258	0.600053	0.606478	0.581096	0.587789	0.604606	0.602373	0.610462	0.617463	0.637884	0.63367	0.628037	0.658711	0.64502	0.647149	0.639098	0.628001	0.585617	0.570368	0.465049	0.390436	0.23961	0.090343	0.030042	0.012661	0.002675	-0.007555	-0.032563	-0.013956	-0.020545	-0.015857	-0.023622	-0.032401	-0.024744	-0.03623	-0.02148	-0.050616	-0.062138	-0.046182	-0.03317	-0.045692	-0.048737	-0.042332	-0.060678	-0.045696	-0.081664	-0.107859	-0.15722	-0.155004	-0.175449	-0.181304	-0.174029	-0.180499	-0.202098	-0.18298	-0.207907	-0.190405	-0.212646	-0.213957	-0.215767	-0.20228	-0.210312	-0.196805	-0.205678	-0.180855	-0.20091	-0.204376	-0.2143	-0.203981
-0.084639	-0.065647	-0.059802	-0.055404	-0.071577	-0.067114	-0.069237	-0.069844	-0.063072	-0.059372	-0.05536	-0.066591	-0.074265	-0.062592	-0.092374	-0.076634	-0.100252	-0.094616	-0.108572	-0.08179	-0.075839	-0.089474	-0.054824	-0.060798	-0.016463	0.038616	0.135048	0.221219	0.327309	0.439326	0.485848	0.569339	0.550903	0.580225	0.582767	0.570024	0.562648	0.572662	0.575211	0.586434	0.591823	0.584064	0.599275	0.607691	0.62842	0.62009	0.614587	0.637155	0.642414	0.650153	0.647881	0.654203	0.660146	0.640449	0.599704	0.483797	0.372954	0.21878	0.051414	0.023985	0.002645	0.010095	0.005813	0.006418	-0.027178	-0.017288	-0.017138	-0.015939	-0.023047	-0.027866	-0.017075	-0.040289	-0.032783	-0.026878	-0.018877	-0.045886	-0.039285	-0.032476	-0.041622	-0.047703	-0.069657	-0.086179	-0.088016	-0.127327	-0.11542	-0.139802	-0.143872	-0.18059	-0.164364	-0.179949	-0.190106	-0.209974	-0.20496	-0.225113	-0.197412	-0.203477	-0.209702	-0.227254	-0.197038	-0.199312	-0.219763	-0.199196	-0.190969	-0.215651
-0.061713	-0.059608	-0.057994	-0.062581	-0.056818	-0.056945	-0.073504	-0.088671	-0.053042	-0.065279	-0.045085	-0.073096	-0.071917	-0.063435	-0.082193	-0.085699	-0.108258	-0.098864	-0.122078	-0.089521	-0.069606	-0.091964	-0.068334	-0.058545	0.002206	0.057918	0.20598	0.316018	0.418267	0.480834	0.523417	0.515061	0.526485	0.528626	0.564321	0.550732	0.546794	0.557934	0.562684	0.561182	0.579038	0.57425	0.590915	0.590817	0.593995	0.610546	0.615055	0.59578	0.616096	0.62644	0.650111	0.657204	0.676984	0.665953	0.662323	0.630411	0.505136	0.366219	0.174423	0.053588	0.029976	0.016033	-0.005417	-0.020894	-0.015629	-0.037553	-0.015426	-0.026254	-0.047715	-0.02657	-0.004481	-0.020397	-0.031702	-0.02211	0.004948	-0.023767	-0.017533	-0.03083	-0.030521	-0.030069	-0.039219	-0.059871	-0.066721	-0.059632	-0.088748	-0.084717	-0.121337	-0.122632	-0.150989	-0.158703	-0.144039	-0.187793	-0.203031	-0.22448	-0.182222	-0.182196	-0.176569	-0.209771	-0.170722	-0.231535	-0.195563	-0.178496	-0.198388	-0.200637
-0.070511	-0.063513	-0.053962	-0.047429	-0.058802	-0.064022	-0.064365	-0.070815	-0.051962	-0.063016	-0.058836	-0.070365	-0.079185	-0.098833	-0.088035	-0.111737	-0.123858	-0.116524	-0.122889	-0.104251	-0.085537	-0.099579	-0.054607	-0.034131	0.00808	0.127814	0.274864	0.342375	0.43896	0.45106	0.470395	0.468244	0.501057	0.524603	0.528311	0.541232	0.538304	0.542052	0.536195	0.539239	0.553174	0.546779	0.561413	0.549946	0.579747	0.579102	0.572822	0.567309	0.59092	0.613429	0.620755	0.637442	0.640419	0.660569	0.678217	0.651883	0.568986	0.449309	0.298247	0.163275	0.060349	0.036046	0.001787	0.00757	0.017204	0.010208	-0.006911	-0.008426	-0.020781	-0.016325	0.000809	-0.019956	-0.018622	-0.015394	-0.005037	-0.013781	0.005961	-0.012557	-0.033563	-0.020692	-0.038856	-0.047419	-0.056824	-0.061781	-0.066258	-0.077808	-0.067681	-0.090352	-0.092989	-0.10883	-0.117283	-0.168849	-0.206245	-0.168066	-0.182474	-0.172751	-0.180406	-0.189692	-0.205001	-0.188956	-0.167629	-0.157794	-0.189591	-0.191202
