1.8218204	1.8194157	1.8217634	1.8194917	1.8215905	1.8186194	1.8203908	1.8203302	1.8200999	1.8178468	1.8178457	1.8171233	1.8164615	1.81588	1.814758	1.8152909	1.8162942	1.8203093	1.8215081	1.8210161	1.8204312	1.8210961	1.8220581	1.8216338	1.8220613	1.8221914	1.8223465	1.8214958	1.822192	1.8215025	1.8210806	1.820385	1.8202778	1.8160994	1.8157912	1.8169614	1.819003	1.8168935	1.8183378	1.8203553	1.8203633	1.8208183	1.8202233	1.8203288	1.8206135	1.8175433	1.8214016	1.8210153	1.8163806	1.8117178	1.8122124	1.8130799	1.8111076	1.811083	1.8156851	1.8223165	1.8220062	1.8196624	1.8213425	1.821286	1.8218747	1.8218873	1.8217939	1.8218273	1.8224252	1.8225699	1.8235018	1.8239079	1.8248425	1.8255609	1.8258079	1.826101	1.8260002	1.8259319	1.8261483	1.8256308	1.825128	1.8251079	1.8245812	1.8246097	1.8239969	1.8237587	1.8235364
1.8197638	1.8198878	1.819268	1.8216552	1.8212812	1.8184599	1.8201071	1.820397	1.8201632	1.8178017	1.8201108	1.8198528	1.816291	1.8162284	1.8148969	1.8152965	1.8171296	1.8194149	1.8217722	1.821259	1.8201995	1.8210541	1.8214674	1.8216855	1.8218664	1.8214468	1.8214281	1.8232975	1.8212849	1.8207963	1.8202003	1.818983	1.8196987	1.8162104	1.8168674	1.8180133	1.8175633	1.8184151	1.8194616	1.8215471	1.8212635	1.8210597	1.8207314	1.8206581	1.8214487	1.8181458	1.8211491	1.8224911	1.8143318	1.810777	1.8120734	1.812526	1.8108072	1.8109732	1.8159327	1.8225675	1.8216999	1.8186447	1.8203214	1.8208247	1.8216346	1.8212165	1.8212344	1.8216686	1.8223122	1.8224011	1.8232524	1.8235967	1.8244585	1.8255141	1.8256939	1.8264119	1.8261914	1.8256974	1.8260133	1.8253843	1.8245206	1.8247472	1.8247069	1.8247966	1.8240892	1.8240283	1.8244653
1.8227633	1.8202439	1.8221901	1.8218364	1.8193858	1.821328	1.8210918	1.8206119	1.820528	1.8179624	1.8200739	1.8200504	1.8165983	1.8159383	1.8151557	1.8143347	1.8162002	1.8192819	1.823153	1.8227912	1.8207279	1.8212579	1.8214409	1.8214243	1.821788	1.8213208	1.821106	1.8207407	1.8208514	1.8203606	1.8197021	1.8180773	1.8189716	1.8191287	1.8171166	1.8181149	1.8181608	1.8197724	1.8212127	1.8217773	1.8216983	1.8211568	1.8231693	1.8204577	1.8209399	1.818708	1.8221829	1.8209632	1.815637	1.8111031	1.8122903	1.8126262	1.8101236	1.8111245	1.8162122	1.8226093	1.821393	1.8181162	1.8194656	1.8197582	1.8208512	1.8213157	1.8210867	1.8218057	1.8224014	1.8247601	1.8232412	1.8237005	1.8266194	1.8250157	1.8252951	1.8261774	1.8262952	1.8256778	1.8260174	1.8247944	1.8245775	1.8244846	1.8247584	1.8251111	1.8247858	1.8241107	1.8249612
1.8205456	1.8228032	1.8194488	1.8221266	1.8221802	1.8192496	1.8216143	1.8212668	1.8177098	1.8179414	1.8173795	1.8170247	1.8164921	1.8160438	1.815107	1.8143042	1.812534	1.8208998	1.8236581	1.8244008	1.8220396	1.8216815	1.8217998	1.8214364	1.8220284	1.8215338	1.8208108	1.8201683	1.8226181	1.8222212	1.8208405	1.8168716	1.8184525	1.8195734	1.818863	1.8203214	1.8212512	1.8250536	1.822744	1.8227772	1.8213861	1.823353	1.8227625	1.8201105	1.8188534	1.8205181	1.8237094	1.8242382	1.8159114	1.8111436	1.8122627	1.8126005	1.8101836	1.8114436	1.8167716	1.8226693	1.8211886	1.8168866	1.8186306	1.8189147	1.8200828	1.820852	1.8210571	1.8240825	1.8228469	1.8254112	1.8263153	1.8241561	1.8245219	1.8250998	1.8251025	1.8250622	1.8251823	1.8252416	1.8259501	1.8252739	1.8249303	1.8247104	1.8244215	1.8252236	1.8250646	1.8245418	1.8250982
1.8226998	1.8225527	1.8223952	1.8200016	1.8225163	1.8220664	1.8213328	1.8210271	1.820389	1.8208921	1.817347	1.8171004	1.8194525	1.8160553	1.8155309	1.8145931	1.8141075	1.8198095	1.8241536	1.826473	1.823365	1.8217462	1.822083	1.8240898	1.8240833	1.8235788	1.8232398	1.822429	1.8198693	1.8184221	1.8195112	1.8170215	1.8168456	1.8191519	1.820691	1.825045	1.8242792	1.8282684	1.8278426	1.8227328	1.8237906	1.8233476	1.8226026	1.8227247	1.8222158	1.8221548	1.8261537	1.8271289	1.8181565	1.814575	1.8125706	1.8127711	1.8106387	1.8121875	1.8168626	1.8216585	1.8203449	1.8171131	1.8183863	1.8204638	1.8195817	1.8202489	1.8231854	1.8242629	1.8228748	1.8228266	1.8237968	1.824089	1.8242427	1.8251277	1.8276276	1.8250971	1.8251984	1.8250163	1.8260534	1.825552	1.8250609	1.8246494	1.8243823	1.8253523	1.8247254	1.8241384	1.8244314
1.8208878	1.8228051	1.8224962	1.8201226	1.8223982	1.8223575	1.8215466	1.8213599	1.8209365	1.8185226	1.8178484	1.8199465	1.8195929	1.8161438	1.8158665	1.815144	1.8138363	1.8192584	1.8244972	1.8282444	1.8246596	1.8252927	1.8221507	1.8217037	1.8242218	1.8213371	1.8231039	1.8218346	1.8189814	1.8173379	1.8190222	1.8180755	1.8186525	1.8207357	1.8237509	1.8255601	1.8275691	1.8281571	1.8267106	1.8251554	1.8239063	1.8230259	1.8226594	1.8235053	1.8227405	1.8225742	1.8270336	1.8289002	1.8244145	1.8167803	1.813887	1.8163016	1.8114214	1.8127147	1.8167897	1.8206715	1.8194584	1.8175651	1.8192702	1.8186269	1.8215295	1.8228871	1.8230878	1.8245611	1.8226028	1.8228831	1.8238523	1.8243429	1.8241228	1.8245627	1.8253102	1.8258504	1.8255499	1.825103	1.8254399	1.8252172	1.8254512	1.8250587	1.8247528	1.8249236	1.8245235	1.8244857	1.8249129
1.8207391	1.8233616	1.8228035	1.8226342	1.8220803	1.821742	1.8214666	1.8212807	1.8206597	1.8185661	1.8176086	1.8173246	1.8168389	1.8187696	1.8165573	1.8165315	1.8140245	1.8185714	1.8278523	1.8301578	1.8266772	1.8256727	1.8246623	1.8239846	1.8240093	1.8234157	1.8228145	1.8209225	1.819883	1.8185362	1.8167428	1.8192646	1.8221186	1.8225423	1.8230597	1.8240321	1.8246046	1.8238027	1.8222592	1.8222088	1.8222228	1.8216114	1.8210362	1.82175	1.8222271	1.8214891	1.825355	1.8287767	1.8267235	1.8193089	1.8170388	1.8168168	1.8122625	1.8128846	1.8173065	1.8173787	1.817721	1.8181072	1.8200705	1.8210466	1.8212486	1.8219494	1.8226695	1.8242291	1.8225329	1.8228174	1.8241899	1.8270069	1.8245828	1.8243206	1.8251941	1.8257878	1.825834	1.8249472	1.8251678	1.8250756	1.8257652	1.8253596	1.825099	1.825294	1.8248446	1.8246709	1.8249198
1.8237778	1.8234184	1.8232192	1.8232414	1.8227207	1.8220517	1.8216823	1.8215696	1.821492	1.8210057	1.8207758	1.8205095	1.8202794	1.8186762	1.8159587	1.8172631	1.8138143	1.8176211	1.8270739	1.8334196	1.8274539	1.8231273	1.8251022	1.8239664	1.8235393	1.8226596	1.8219205	1.8201319	1.8191447	1.8188437	1.8202671	1.822571	1.8211945	1.8206469	1.8199556	1.8194813	1.8187696	1.81779	1.8161742	1.8161066	1.815064	1.8139159	1.8140356	1.8155804	1.8174282	1.8174833	1.8221159	1.8270791	1.8271814	1.8222246	1.8182354	1.8178859	1.813722	1.8137713	1.8170601	1.8161005	1.8161851	1.8176816	1.8205357	1.8191586	1.8212638	1.8219465	1.8223379	1.823707	1.824882	1.8229348	1.8242919	1.8244156	1.8250192	1.8251116	1.8251132	1.8258343	1.8262384	1.8256437	1.8256227	1.8256246	1.8256818	1.8248191	1.826896	1.8249429	1.8247968	1.8247074	1.8247074
1.8242422	1.8239194	1.8231835	1.8232345	1.8227116	1.8225316	1.8219374	1.8218611	1.8215431	1.8216686	1.8209124	1.8203596	1.8203286	1.8195758	1.8192811	1.8174612	1.8143371	1.8174394	1.8264254	1.8337924	1.8324941	1.8242205	1.8252645	1.8236648	1.8226508	1.8207873	1.8190308	1.8171994	1.8174524	1.8183586	1.8204638	1.8217149	1.8195665	1.818161	1.815288	1.8115733	1.8052854	1.7965898	1.7905762	1.7907844	1.7915047	1.7952692	1.7963813	1.8004485	1.804314	1.8072935	1.812476	1.8192312	1.8224084	1.821278	1.8185509	1.8184962	1.8143475	1.8137132	1.8175105	1.8189096	1.8168913	1.8191701	1.8221783	1.8221853	1.821248	1.8193612	1.8227178	1.8236219	1.8227212	1.8259469	1.8265257	1.8269689	1.8245455	1.8250576	1.8251347	1.8259474	1.8260636	1.825623	1.8258499	1.8257988	1.8254507	1.8244886	1.8241952	1.8245079	1.8281956	1.8242639	1.8243195
1.8247125	1.82464	1.8239339	1.823623	1.8232157	1.822971	1.8224102	1.8227553	1.822523	1.8224965	1.821898	1.8208814	1.8207434	1.8199495	1.8194261	1.8187709	1.8158013	1.8167457	1.8240581	1.8295343	1.8299266	1.8285137	1.8260141	1.8233377	1.821099	1.8182887	1.816076	1.814694	1.8158635	1.8184138	1.8203198	1.8202142	1.7972101	1.7459497	1.73917	1.7370236	1.7355083	1.7369737	1.743371	1.7468509	1.7482564	1.7508192	1.7617095	1.7734265	1.7820862	1.7892823	1.7961414	1.8049664	1.8105877	1.8136612	1.8153289	1.8165975	1.8135252	1.8132737	1.8168125	1.8180397	1.8172561	1.8204331	1.8238802	1.8233793	1.821007	1.8219307	1.8229262	1.8240267	1.8250235	1.8254193	1.8263412	1.8268155	1.8247136	1.8253996	1.8253059	1.8259738	1.8289978	1.8281956	1.8253918	1.827935	1.8254695	1.8255899	1.824766	1.8250463	1.8277558	1.8266371	1.8238709
