1.8192331	1.8206241	1.8189289	1.8205311	1.8205586	1.821737	1.8206266	1.8221453	1.8206599	1.8219703	1.8207771	1.8206726	1.8205284	1.8205924	1.8205501	1.822724	1.8212783	1.8217891	1.8205759	1.8213536	1.8216732	1.822082	1.8208071	1.8216149	1.8210575	1.8212553	1.8219135	1.8206091	1.8185549	1.8195788	1.8196005	1.8212643	1.8186395	1.8205936	1.8197064	1.8184101	1.8181969	1.818243	1.818353	1.8183138	1.8187076	1.8188318	1.8173044	1.8182719	1.8185771	1.8175131	1.8172075	1.8180321	1.8185465	1.818544	1.8221789	1.8229671	1.8269896	1.8341402	1.8425691	1.8489361	1.8542281	1.8545916	1.8561961	1.857958	1.8622795	1.8600329	1.8583251	1.8573494	1.8613987	1.8633371	1.8644983	1.8678648	1.8640909	1.8645311	1.8640313	1.856764	1.8478794	1.8233314	1.8150199	1.8111807	1.8133317	1.8128833
1.8206464	1.8206261	1.8201845	1.8209607	1.8218647	1.8209397	1.820296	1.8226576	1.8218602	1.8218199	1.8210552	1.8206979	1.8218637	1.8210507	1.8214057	1.8224737	1.8218374	1.8230167	1.8217863	1.822119	1.8212831	1.8234051	1.8220256	1.8230679	1.8218714	1.8231641	1.8213819	1.8203997	1.8189728	1.8201133	1.8220049	1.8221185	1.8208514	1.8212606	1.8203262	1.8184899	1.8192578	1.8190247	1.8176481	1.8192303	1.8183088	1.8191515	1.817604	1.8186228	1.8195151	1.8183505	1.8185627	1.8187405	1.8198705	1.8184851	1.8215035	1.8218602	1.8233584	1.8279611	1.8362913	1.8434229	1.8491664	1.8542452	1.8526199	1.8551143	1.8570025	1.8557076	1.8561659	1.8576624	1.8583587	1.8640195	1.8619029	1.8661324	1.8669477	1.8631396	1.8631645	1.8635834	1.8604432	1.8585919	1.8462725	1.8177403	1.8151058	1.815273
1.8215818	1.8221088	1.8213063	1.8217803	1.8218236	1.8218281	1.8215893	1.821929	1.8204374	1.8217363	1.8209457	1.8216356	1.8226092	1.8226759	1.821733	1.8224559	1.8217781	1.8218319	1.8231368	1.8234748	1.8220852	1.8244359	1.8227378	1.8238736	1.8237708	1.8224051	1.8212045	1.8205951	1.8215315	1.821176	1.8223111	1.8246443	1.8222205	1.8229064	1.8194942	1.8208719	1.8204467	1.8208596	1.8197429	1.8205016	1.8183729	1.8192198	1.8175211	1.8196505	1.8183734	1.8175158	1.8170287	1.818989	1.8187532	1.8206186	1.8217766	1.8213071	1.8215651	1.8244816	1.8307526	1.8373497	1.8447697	1.8508415	1.8539646	1.8564735	1.8589032	1.8555042	1.8554842	1.8545106	1.8590439	1.8618403	1.861855	1.8613953	1.8621048	1.862537	1.8598184	1.8610379	1.8612587	1.8601714	1.8556127	1.8221586	1.8168293	1.8169296
1.8234118	1.8226055	1.8205971	1.8216975	1.822636	1.8209967	1.8217185	1.8214307	1.8193209	1.8218339	1.8206394	1.8210334	1.8224892	1.8221276	1.8210922	1.8226172	1.8236353	1.8236519	1.8231754	1.8243066	1.8234655	1.8255822	1.8225551	1.8254186	1.8244991	1.8244695	1.8230849	1.8218151	1.8232571	1.8228142	1.8227924	1.8251218	1.8229949	1.8214962	1.8218892	1.8219075	1.8211245	1.8214995	1.8216104	1.821739	1.819614	1.8199774	1.818888	1.818763	1.8187799	1.8187632	1.8182064	1.8196275	1.8197861	1.8198802	1.821956	1.8220617	1.823459	1.8256086	1.8278938	1.8319462	1.8392749	1.8471143	1.851595	1.8544452	1.8558665	1.8544615	1.8572723	1.8518425	1.8556049	1.8591642	1.8588359	1.8551175	1.8548337	1.8569074	1.8591838	1.8585168	1.8615078	1.8616856	1.8547657	1.8221518	1.8182699	1.8183904
1.8229182	1.8221749	1.818642	1.8223046	1.8224183	1.8221093	1.8201618	1.8223945	1.8219638	1.8208854	1.8215973	1.8216842	1.8238905	1.8235184	1.8215335	1.8236795	1.8230353	1.825066	1.8246726	1.8254824	1.8250042	1.8251615	1.8224133	1.8233602	1.8230769	1.8241452	1.8239527	1.8229022	1.8225213	1.8243304	1.8234439	1.8255209	1.8253221	1.8238019	1.821956	1.8229606	1.8205569	1.8217966	1.8201328	1.8210264	1.8205744	1.8196195	1.8178823	1.819279	1.8191537	1.818536	1.817988	1.8206794	1.8185963	1.8190843	1.8216462	1.8221241	1.8222901	1.8245534	1.8275337	1.828447	1.8345536	1.8423787	1.849367	1.8541427	1.8553792	1.8572379	1.8589079	1.8515505	1.850097	1.8552388	1.859501	1.8540028	1.8466143	1.8475842	1.851732	1.8566583	1.8579903	1.8598855	1.8560683	1.8276783	1.8181577	1.8201161
1.8207559	1.8215113	1.8213376	1.8224496	1.8216374	1.8203482	1.8206024	1.8223317	1.8202732	1.8214159	1.8221664	1.8228327	1.8232789	1.8242019	1.8235671	1.8241331	1.8234372	1.8248158	1.825446	1.8251429	1.8243909	1.824462	1.8232438	1.8259209	1.82355	1.8245408	1.8246074	1.8236995	1.8241033	1.8238009	1.8239572	1.8264852	1.8262379	1.8252183	1.8232852	1.8223176	1.8227508	1.8230877	1.8224872	1.8217688	1.82145	1.8221045	1.8191871	1.8206894	1.8200056	1.8195551	1.820261	1.8205981	1.8197511	1.8200911	1.8225378	1.8222961	1.8216597	1.8247937	1.8286616	1.828369	1.831584	1.8385114	1.8467543	1.8539898	1.8562957	1.8576129	1.8557749	1.8563707	1.8450549	1.8474348	1.8541398	1.8530753	1.8389158	1.8360509	1.8396988	1.8451035	1.8507885	1.8545031	1.8494638	1.8274019	1.8221539	1.8231157
1.8212761	1.8217428	1.8218299	1.8231147	1.8229869	1.8215295	1.8213771	1.8224314	1.8211603	1.8217312	1.8225589	1.8233554	1.8235132	1.8239012	1.8228576	1.8240659	1.8242147	1.8260932	1.8257643	1.8266201	1.8252947	1.8256843	1.824473	1.8249914	1.8230052	1.824703	1.825977	1.8261282	1.8258407	1.8262426	1.8256866	1.8263103	1.8248844	1.8251318	1.8238428	1.8242657	1.8231401	1.8247106	1.8234445	1.8242802	1.8229192	1.8212268	1.8207344	1.8206549	1.8200728	1.8207544	1.8191657	1.8204037	1.8200503	1.8182103	1.8219545	1.822499	1.8223096	1.8250969	1.8278394	1.8286225	1.8291863	1.8345703	1.8416304	1.8501301	1.8552427	1.8566546	1.8598307	1.8546617	1.8491467	1.8376532	1.8426229	1.8430713	1.8306634	1.8270128	1.8306404	1.8335028	1.8376287	1.8424479	1.8427096	1.8348957	1.8265076	1.825718
1.8220277	1.8216144	1.821066	1.8220935	1.8221794	1.8220862	1.8218719	1.8207429	1.8217453	1.8235844	1.8228353	1.8218151	1.8234048	1.8243149	1.8233098	1.8252447	1.8237429	1.8249331	1.8256642	1.8265632	1.8252605	1.8271359	1.8256901	1.825408	1.8246445	1.8250658	1.8253397	1.8248726	1.825853	1.8260605	1.8260092	1.8272475	1.8261513	1.8263241	1.8259918	1.823312	1.8247344	1.8243206	1.82293	1.8240862	1.8237745	1.8235964	1.8221957	1.8215503	1.8198048	1.8196013	1.8192333	1.8200983	1.8196355	1.8212748	1.8232882	1.8215581	1.8235016	1.8242724	1.8256659	1.8270251	1.8285539	1.8317576	1.8366547	1.8451803	1.8519078	1.8547553	1.8577359	1.8598798	1.8541544	1.8264505	1.8232263	1.8249876	1.825006	1.8242659	1.8263063	1.8277668	1.8308556	1.8377324	1.8409209	1.8408441	1.8379203	1.8326801
1.8197821	1.8215025	1.8205211	1.821764	1.8206061	1.8219202	1.8223575	1.8223437	1.8208156	1.8225939	1.8230135	1.8238548	1.8224466	1.8237713	1.822749	1.8236745	1.8229525	1.8264623	1.8254367	1.8270669	1.8249552	1.8275974	1.8267087	1.8279326	1.8260532	1.8274755	1.8276403	1.826647	1.826642	1.8285327	1.8268955	1.8283741	1.8274896	1.8279266	1.8273281	1.8270866	1.8268663	1.8254678	1.8261023	1.8244562	1.8248854	1.8247713	1.8222979	1.8231029	1.821501	1.822259	1.8204142	1.8222112	1.8203692	1.8210404	1.8234076	1.8236617	1.8228114	1.8236918	1.825852	1.8255581	1.8273556	1.8301023	1.8336251	1.8412094	1.8489506	1.8542792	1.8574873	1.8598429	1.8588617	1.8397962	1.8094191	1.8144803	1.8181044	1.8213466	1.8249092	1.8265539	1.8279833	1.8325914	1.8342131	1.8361071	1.8386489	1.8396429
1.8213441	1.8211212	1.8210795	1.8205659	1.8228558	1.8228195	1.8223803	1.8224474	1.8209564	1.8223354	1.82311	1.8225689	1.8248932	1.8241916	1.8239324	1.8248336	1.8266568	1.8272097	1.8271994	1.8262341	1.8258236	1.8278278	1.8270375	1.8283506	1.8273916	1.8273604	1.8285259	1.827734	1.827855	1.8283317	1.8271498	1.8303593	1.8283842	1.8293508	1.8272495	1.8270896	1.8271898	1.8267615	1.8263541	1.8266269	1.8255538	1.8264656	1.8232749	1.8236431	1.8223049	1.8213454	1.8207094	1.8200568	1.820183	1.8214229	1.8221408	1.8220547	1.8223843	1.8249123	1.8243387	1.8252846	1.8269436	1.830467	1.8332644	1.8393903	1.8479203	1.8548298	1.8587477	1.8602247	1.8610842	1.8537409	1.8091252	1.8088884	1.8160779	1.8203914	1.8235894	1.8269597	1.8260537	1.8279929	1.8277418	1.8291746	1.8332951	1.8366855
